ID1,ID2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH
SBBG164505,1950,34.971165,-119.455567,-9999,14.4,23.2,7.6,15.6,196,14,124.6,1670,33,3502,1825,509,302,98,316,218,1,-15.7,42.9,-9999,1383,1186,51
SBBG164510,1945,37.324,-119.558,1052,13.5,23.9,5.8,18.1,871,52,27,460.2,52,3266,2154,529,282,116,309,193,14,-18.3,41.7,-9999,1266,855,53
SBBG164524,1973,34.4293,-119.706,-9999,15.1,19.1,11.5,7.6,426,12,58.9,1591.7,11,3614,1358,237,356,19,356,337,1,-5.4,38.5,-9999,1135,810,63
SBBG164503,1951,37.88,-122.189,-9999,13.9,19.3,8.1,11.2,628,27,38,711.8,25,3237,1770,240,345,44,347,303,3,-9.1,39.3,-9999,1082,741,64
SBBG164516,1979,35.2993,-119.9771,579,14.8,23.9,7.6,16.3,205,16,121,1522.7,32,3642,1767,597,295,105,315,210,1,-16.8,44.2,-9999,1435,1230,49
SBBG164500,1929,34.664,-120.333,-9999,14.9,19.1,10.7,8.4,387,14,64.3,1379,14,3548,1442,246,340,54,341,286,1,-9.7,39.8,-9999,1277,939,55
SBBG164498,2017,36.3125,-121.5725,1475,13.1,22.2,6.2,16,907,38,25.5,582,49,3087,2181,392,323,88,333,245,14,-12.1,38.7,18.8,1073,733,66
SBBG164518,1971,35.473,-120.984,518,13.5,16.1,10,6,666,24,35.2,660,16,3027,1796,76,342,51,341,290,2,-9,35,-9999,1052,638,63
SBBG164529,2003,34.5767,-118.8861,884,14.7,23.8,7.4,16.3,501,20,49.3,1195.5,32,3607,1799,589,314,90,327,236,4,-14.5,44.5,18.6,1327,996,55
SBBG164509,1991,35.339,-120.617,610,14.3,19.9,9.1,10.8,767,28,31.6,701.8,22,3372,1675,282,340,57,341,284,3,-9,40.6,16.6,1223,829,59
OBI106038,1967,35.2055285,-120.1912599,-9999,15.7,24.5,8.7,15.8,549,31,46.8,801.9,24,3924,1559,697,332,64,339,274,2,-11.2,43.9,-9999,1330,958,57
OBI106022,1978,35.351177,-120.005123,-9999,14.9,24,7.6,16.4,209,17,119.1,1440.2,32,3672,1756,616,300,101,318,217,1,-16.2,43.8,-9999,1418,1208,50
OBI106027,1978,35.351177,-120.005123,-9999,14.9,24,7.6,16.4,209,17,119.1,1440.2,32,3672,1756,616,300,101,318,217,1,-16.2,43.8,-9999,1418,1208,50
OBI106046,1937,40.483215,-123.740232,762,12.2,19.6,5.9,13.7,1627,124,13.6,158.4,51,2725,2359,220,305,109,320,211,24,-14.8,39.8,-9999,1075,600,59
OBI106052,1950,34.971205,-119.455334,-9999,14.4,23.2,7.6,15.6,196,14,124.6,1670,33,3503,1825,509,302,98,316,218,1,-15.7,42.9,-9999,1383,1186,51
OBI106056,1978,35.570441,-118.568642,701,15.7,26.6,7.1,19.4,273,23,94.4,1162,33,3992,1694,861,303,94,319,225,2,-16.7,43.7,-9999,1413,1146,52
OBI106040,1979,35.2993,-119.9771,579,14.8,23.9,7.6,16.3,205,16,121,1522.7,32,3642,1767,597,295,105,315,210,1,-16.8,44.2,-9999,1435,1230,49
OBI106025,1981,35.45983,-120.33394,-9999,14.7,22.8,7.7,15.1,394,22,62.6,1044.6,29,3563,1725,488,296,106,308,202,2,-17,44.5,-9999,1482,1156,46
OBI106061,1985,35.438108,-120.493918,-9999,14.4,21.7,7.8,13.9,588,23,41.5,931.7,28,3456,1737,402,295,109,309,199,4,-16.7,43.6,-9999,1456,1057,46
OBI106063,1995,35.46411,-120.33005,450,14.7,22.9,7.7,15.1,384,21,64.3,1079,29,3573,1719,493,297,105,309,203,2,-17,44.5,-9999,1482,1159,46
OBI106023,1998,35.045615,-119.7714,1554,13.3,22.6,6,16.6,302,20,77,1104.8,54,3181,2179,457,322,76,334,258,5,-12.2,39.8,17.2,1084,847,67
OBI106037,1952,35.481179,-120.321879,-9999,14.7,22.9,7.7,15.2,358,19,69.2,1199.7,28,3593,1707,501,298,104,310,206,2,-16.9,44.5,-9999,1480,1170,46
OBI106039,1971,35.418043,-120.568649,274,14.4,21.1,8.3,12.7,510,18,47.9,1174.5,24,3448,1685,358,311,95,317,222,3,-14.6,42.8,-9999,1393,1024,49
OBI106053,1971,35.543942,-120.896932,518,13.7,18.9,8.9,10,738,29,32.1,659.4,23,3151,1812,195,327,78,329,251,3,-11.4,39.7,-9999,1210,804,56
OBI106029,1973,34.4293,-119.706,-9999,15.1,19.1,11.5,7.6,426,12,58.9,1591.7,11,3614,1358,237,356,19,356,337,1,-5.4,38.5,-9999,1135,810,63
OBI106020,1933,36.527035,-121.835454,30,13.6,17,9.9,7.1,458,20,51.5,850.4,18,3077,1779,119,339,60,338,278,1,-9,37.2,-9999,1110,770,60
OBI106019,1979,35.197821,-120.66211,-9999,14.1,17.3,10.6,6.7,449,18,53.5,989.8,15,3244,1631,130,345,44,345,301,1,-8.3,37.1,-9999,1124,771,61
OBI106060,1965,34.4916,-119.5865,-9999,15.7,22.9,10.5,12.3,620,14,41.4,1619.7,16,3880,1374,508,350,38,352,314,2,-5.6,44.1,-9999,1341,977,57
OBI106034,1939,38.061745,-122.69831,45,14.3,18.6,8.9,9.7,843,26,28.9,709,20,3370,1606,233,351,34,351,317,3,-7.7,38.6,-9999,1121,748,62
OBI106024,1986,35.402195,-120.612946,-9999,14.5,20.6,8.8,11.8,572,21,42.8,973.5,22,3454,1645,333,321,84,324,240,2,-13,42.4,16.4,1352,964,51
OBI106062,1988,35.918675,-119.374004,61,17.1,27.8,7,20.7,186,12,146.2,2272.9,29,4482,1426,1099,327,67,328,260,1,-13.6,44.7,-9999,1491,1304,53
OBI106026,1982,35.12639,-120.4025,-9999,15,20.5,9.6,10.9,453,20,55.3,1027.5,18,3641,1479,374,331,68,335,267,1,-11.8,41.3,-9999,1320,956,54
OBI106048,1997,34.861591,-119.213581,-9999,10,20,2.2,17.8,366,25,54.5,816.4,136,2245,3107,195,223,153,292,139,28,-25.2,38.1,18.1,1096,820,56
OBI106033,1968,35.206217,-119.881875,-9999,14.7,24,7.3,16.6,199,16,124.3,1543.8,33,3614,1804,598,294,107,314,207,1,-17.1,44,-9999,1436,1235,49
OBI106055,1966,35.279519,-120.540786,-9999,14.5,21.5,8.5,13.1,638,24,38.3,896.3,26,3479,1709,404,320,86,327,242,3,-12.4,41.8,-9999,1305,907,54
OBI106028,1964,35.207788,-120.470393,-9999,14.4,19.3,9.5,9.8,499,21,49,939.2,19,3419,1589,256,327,75,330,256,2,-12.1,40.3,-9999,1282,905,54
OBI106058,1954,32.5962,-116.545,732,14.7,23,8.5,14.5,330,33,74.7,698.6,26,3575,1732,504,290,118,311,193,2,-15.8,44.2,-9999,1535,1212,45
OBI106049,1952,35.379759,-120.285566,-9999,15.3,24.1,8.2,15.9,486,31,52.1,783.4,27,3807,1631,645,323,77,332,255,3,-13.1,44.1,16.9,1383,1029,54
OBI106054,1958,35.084389,-119.752739,-9999,15.2,24.5,7.9,16.6,202,14,124.8,1722.5,29,3786,1695,674,323,75,332,257,1,-12.9,43.1,-9999,1331,1127,56
OBI106051,1962,35.724109,-120.225261,-9999,14.6,23.7,6.9,16.8,316,16,77.9,1456.1,35,3584,1810,567,286,112,307,196,3,-18.8,43.8,-9999,1473,1190,46
OBI106017,1969,33.96621,-117.31939,366,17.4,25,11.2,13.8,252,20,109,1241.5,11,4499,1085,840,346,43,347,304,0,-8.5,45.5,-9999,1512,1260,52
OBI106035,1956,35.09084,-120.46303,-9999,14.3,18.7,9.7,9,451,19,53.9,965.8,18,3361,1603,215,332,67,335,268,1,-11.3,39.1,-9999,1237,878,56
OBI106059,1965,36.997662,-119.703272,213,17,27.4,7.6,19.8,363,19,74.2,1449.4,26,4406,1434,1044,333,63,334,271,2,-11.7,45,16.9,1473,1176,53
OBI106032,1978,35.434689,-120.494125,-9999,14.3,21.7,7.8,13.9,590,23,41.3,923,28,3440,1747,396,294,110,308,198,4,-16.9,43.5,-9999,1455,1054,46
OBI106031,1995,34.7795,-120.4273,-9999,14.3,17.9,10.6,7.3,374,15,64.9,1230.1,14,3334,1572,159,341,52,340,288,1,-9.5,38.1,-9999,1192,862,58
OBI106018,2005,35.027778,-119.665278,-9999,15.1,24.1,8,16.2,205,15,122.2,1586.2,29,3733,1705,632,320,78,330,252,1,-13.4,42.9,16.7,1339,1135,56
OBI106021,1979,35.197821,-120.66211,-9999,14.1,17.3,10.6,6.7,449,18,53.5,989.8,15,3244,1631,130,345,44,345,301,1,-8.3,37.1,-9999,1124,771,61
LOB115754,2016,33.89014,-116.69586,515,17.6,27.2,9.8,17.4,281,36,98.4,757,16,4604,1209,1056,325,75,331,257,1,-13.3,44.7,-9999,1609,1329,48
UCSB030053,1961,34.748,-120.053,-9999,16.3,23.6,10.7,12.9,577,19,45.6,1271.9,15,4105,1272,635,355,24,359,334,1,-4.4,42.8,-9999,1275,909,61
UCSB030052,1962,33.72163,-117.39338,-9999,17.4,25.4,11,14.3,290,20,94.3,1267.3,12,4491,1119,862,347,44,348,305,0,-8.3,46.1,-9999,1542,1267,51
UCSB030050,1963,33.88068,-116.84681,-9999,15.4,24.4,8.4,16.1,419,54,60.6,455,25,3830,1630,661,316,90,328,238,2,-14.3,43.3,18.4,1417,1034,52
UCSB030045,1977,33.82158,-117.36016,-9999,17,24.9,10.9,14.1,282,25,95.7,990.9,13,4344,1191,786,344,50,347,298,0,-8.9,46.1,-9999,1502,1228,52
UCSB030044,1977,33.80996,-117.4308,-9999,17.2,24.9,11.3,13.7,286,23,95,1099.8,12,4411,1127,800,349,40,351,311,0,-7.6,46.1,16.8,1498,1220,53
UCSB030034,1954,34.0968,-117.7012,-9999,17.1,23.7,11.5,12.2,412,21,65.6,1114.2,11,4355,1089,710,352,33,352,319,1,-7.2,43.5,17.2,1431,1074,54
UCSB030033,1963,33.85103,-116.82793,-9999,14.6,23.7,7.7,16.1,444,60,55.5,394.8,31,3575,1810,564,304,103,322,220,3,-15.7,42.4,18.7,1375,981,53
UCSB030032,1960,34.5334,-119.061,-9999,12.9,21.8,6,15.8,595,24,38.6,923,50,3036,2223,369,300,102,319,217,9,-16.2,41.2,-9999,1174,842,60
UCSB030026,1928,34.23496,-117.189624,-9999,11.7,21.4,4.2,17.1,725,61,29.9,347.7,80,2691,2608,299,264,129,304,175,22,-20.1,38.6,19.1,1168,771,57
UCSB030085,1979,36.784553,-119.289851,-9999,16.5,27.3,7.2,20,503,27,52.7,1023.2,29,4250,1534,976,328,71,330,259,3,-13.3,44.6,-9999,1420,1073,54
UCSB030081,1957,33.7619,-117.4723,-9999,17.4,25.2,11.3,13.9,296,20,92.6,1247,11,4500,1089,847,349,38,351,312,0,-7.6,46,-9999,1522,1239,52
UCSB030076,1968,34.5111,-119.8131,-9999,15,21.1,10.2,10.9,545,18,45.8,1169.2,17,3613,1485,352,345,45,346,301,1,-7.7,42.3,-9999,1271,900,58
UCSB030058,1938,35.805,-118.681,-9999,12.6,22.6,4.8,17.8,577,40,39.1,564.1,66,2974,2375,400,277,116,306,190,13,-19.5,40.5,17.5,1214,843,56
UCSB030061,1946,34.463,-119.6906,-9999,14.9,20.1,10.9,9.2,525,14,47.4,1402.5,14,3552,1467,273,352,31,352,321,1,-6,40.4,-9999,1185,833,61
UCSB030064,1978,33.8713,-117.4363,-9999,17.2,24.7,11.2,13.5,271,19,100.5,1279.7,12,4424,1109,794,345,45,347,302,0,-8.6,45.6,-9999,1512,1246,51
UCSB030065,1961,36.10151,-120.31102,-9999,16.8,26.9,7.6,19.3,173,11,154.7,2471.5,26,4354,1428,989,326,70,329,259,1,-13.6,44.2,16.6,1483,1311,52
UCSB030093,1953,33.07817,-116.61458,-9999,13.8,22.8,6.7,16.1,630,69,37.7,329.8,39,3305,2012,459,307,102,322,221,6,-15,41.7,-9999,1306,865,56
UCSB030408,1962,33.517333,-117.595479,-9999,17.3,22.9,12.7,10.1,333,19,81.9,1193.1,8,4419,965,650,361,10,361,351,0,-3.4,43.1,-9999,1354,1031,59
UCSB030406,1946,34.4585,-119.6917,-9999,14.9,19.9,11.1,8.8,509,14,49,1397.8,13,3571,1431,265,354,26,354,328,1,-5.5,40.1,-9999,1170,823,62
UCSB030405,1934,34.42407,-117.301134,-9999,15.4,25.8,6.7,19.2,183,22,138.3,1164,36,3877,1751,784,293,100,314,214,2,-18.1,43.5,-9999,1459,1277,50
UCSB030404,1958,34.230227,-118.181587,-9999,16.4,23.8,10.5,13.3,549,30,48,787,14,4125,1287,660,354,29,355,326,1,-6.1,42.2,-9999,1287,898,61
UCSB030403,1935,34.199248,-117.779642,-9999,15.7,23.5,9.7,13.8,627,38,40.9,626.2,18,3896,1471,600,345,50,350,300,2,-8.6,42.1,-9999,1274,868,60
UCSB030402,1946,35.101482,-118.283635,-9999,13.8,24.7,5.2,19.6,283,22,84,1132.5,58,3384,2153,617,306,95,323,227,5,-15.5,40.5,18.5,1182,940,62
UCSB030098,1982,33.531045,-117.589222,-9999,17.2,22.9,12.6,10.3,331,19,82.2,1201.9,8,4414,977,656,360,14,360,346,0,-4.1,43.2,-9999,1364,1039,58
UCSB030097,1984,34.7219,-119.9544,-9999,15.1,23.9,8.9,15,649,20,38.8,1178.3,26,3731,1658,598,342,52,348,296,4,-7.1,42.5,-9999,1208,865,63
UCSB032711,1991,34.495975,-119.123119,-9999,12.8,21.7,5.9,15.7,630,27,36.2,815,52,2991,2248,346,300,105,321,216,11,-16,41.6,18.9,1150,816,61
SDSU06088,1934,34.264,-116.8662,-9999,7.9,17.6,0.7,16.9,469,62,38.1,281.8,215,1708,3742,72,169,172,269,97,70,-30.1,35.9,-9999,1115,769,48
SDSU06100,1929,37.547577,-119.678451,1219,11.8,21.5,4.5,17,947,60,23,355.9,78,2705,2590,310,250,135,295,160,29,-21.4,40.5,-9999,1188,771,52
SDSU06105,1990,32.86077,-116.4217,-9999,11.2,20.4,4.2,16.2,605,76,35.1,267.2,82,2533,2707,233,241,144,292,148,18,-21.6,40,-9999,1274,845,51
SDSU06106,1972,38.394487,-123.095123,-9999,12.2,15,8.5,6.5,930,38,23.9,390.6,24,2605,2179,48,340,53,337,283,5,-9.7,34.2,-9999,927,528,66
SDSU06111,1988,33.06859,-116.61022,-9999,13.7,22.7,6.6,16.1,638,70,37.1,324.1,41,3268,2043,448,305,103,321,218,6,-15.3,41.6,-9999,1299,857,56
SDSU06117,1938,32.93455,-116.6042,-9999,12.8,21.9,5.7,16.2,662,65,34.4,337,53,2996,2278,365,282,121,309,188,10,-17.9,41.1,-9999,1288,849,54
SDSU06129,1944,33.36337,-116.83613,-9999,13.7,23.2,6.5,16.7,602,59,39.5,395.4,44,3314,2061,504,306,101,324,223,7,-15.3,40.7,-9999,1234,831,59
SDSU06135,1967,32.8941,-116.438,-9999,12.5,21.8,5.3,16.5,530,67,42.5,327.8,59,2938,2350,354,266,131,302,171,9,-19.4,41.3,-9999,1343,922,51
SDSU06137,1952,34.291484,-117.840418,1036,14.5,23.6,7.6,16,753,41,32.5,573.3,32,3539,1832,549,321,86,333,247,6,-12.9,41.1,-9999,1257,853,59
SDSU12385,1996,33.25528,-116.79667,780,15,24.1,7.9,16.2,588,53,42.6,453.1,28,3722,1708,622,310,99,325,226,3,-14.6,43.5,-9999,1443,1003,51
SDSU12547,1996,32.975,-116.55417,1433,12.3,21.7,5.1,16.6,676,72,33,300.8,62,2870,2413,338,276,124,306,182,13,-18.8,40.3,-9999,1246,813,56
SDSU13969,2002,32.89361,-116.5725,1241,13,22,6.1,15.9,598,54,38.5,410.5,48,3072,2204,384,279,125,308,183,8,-18,41.9,-9999,1340,909,52
SDSU15375,1998,33.31028,-117.29139,121,16.6,22.1,12.3,9.8,337,16,79,1350.4,9,4186,1083,532,356,22,355,333,0,-5.7,41.4,-9999,1281,961,60
SDSU15873,2004,32.87806,-116.80056,305,17.1,24.1,11.3,12.8,364,27,74.4,899.8,11,4367,1117,746,343,49,346,297,0,-9.3,44.8,-9999,1524,1168,51
SDSU18390,2008,33.79722,-117.46225,418,17.3,24.9,11.3,13.6,285,20,95.6,1227.6,11,4438,1110,809,347,44,348,304,0,-8.2,46,-9999,1522,1246,51
SDSU18403,2008,33.79494,-117.45103,405,17.3,24.9,11.4,13.6,284,20,96.1,1247,11,4456,1096,815,348,41,349,308,0,-7.8,46,-9999,1518,1242,52
SDSU19900,2002,32.95028,-116.60639,1868,11.3,20.5,4.1,16.4,866,86,24.6,237.6,82,2553,2698,243,275,123,306,183,27,-18.8,38.5,18.7,1128,681,60
SDSU19911,2012,32.96251,-116.58741,1490,12,21.3,4.8,16.5,742,76,29.7,280.8,67,2771,2493,306,270,128,303,176,16,-19.4,40.1,-9999,1233,784,56
SD00010602,1895,32.8332,-117.25881,-9999,16.5,21.1,12.6,8.4,275,16,96.1,1299.3,8,4128,1056,453,364,0,363,363,0,-2.1,38.4,-9999,1069,799,70
SD00010542,1925,33.36337,-116.83613,1585,13.4,22.9,6.2,16.7,636,61,36.8,374.7,48,3213,2139,466,306,101,324,224,8,-15.3,40.1,18.1,1192,792,61
SD00010505,1925,33.8748,-116.842,1219,14.8,24,7.9,16.1,441,59,56.3,409.2,29,3653,1755,596,311,95,326,230,2,-14.9,42.6,18.7,1370,977,54
SD00010576,1878,33.37642,-117.25115,-9999,17,22.9,12.8,10.1,395,18,68.5,1307.9,8,4340,1012,615,361,11,361,349,0,-3.4,43.2,-9999,1326,985,60
SD00010562,1884,32.73409,-117.12945,-9999,17,21.8,13,8.7,258,15,104.9,1414.3,7,4333,946,549,365,0,364,364,0,-0.8,39.3,-9999,1093,837,70
SD00010503,1882,33.4956,-117.1493,-9999,17.3,24.8,11.6,13.2,388,25,70.4,978.3,11,4446,1095,802,347,41,349,308,1,-8,45.9,16.8,1506,1163,52
SD00010484,1882,33.4956,-117.1493,-9999,17.3,24.8,11.6,13.2,388,25,70.4,978.3,11,4446,1095,802,347,41,349,308,1,-8,45.9,-9999,1506,1163,52
SD00010574,1935,33.09021,-116.79119,-9999,15.7,23.6,9.4,14.2,446,38,57.5,618.5,19,3909,1478,615,324,83,333,250,1,-12.3,43.9,-9999,1473,1065,51
SD00010616,1935,32.8442,-117.2525,-9999,16.5,21.1,12.6,8.5,274,16,96.5,1321.1,8,4129,1057,455,364,0,363,363,0,-2.3,38.5,-9999,1077,806,70
SD00010615,1935,33.0857,-117.2639,-9999,16.1,21,12.2,8.8,282,16,92.7,1291.9,10,3992,1158,417,359,12,358,346,0,-4.7,39,-9999,1131,851,66
SD00010561,1935,33.25052,-117.12968,-9999,16.8,23.3,12,11.3,370,22,72.5,1063.2,10,4271,1101,637,352,32,353,321,0,-6.6,43.8,17.4,1405,1058,55
SD00010547,1935,32.6589,-116.1008,-9999,15.8,25.3,8.5,16.7,290,43,89,592.5,24,3986,1564,748,312,94,323,229,1,-13.7,44.4,-9999,1535,1247,49
SD00010556,1935,32.59816,-116.64312,-9999,15.8,24,9.3,14.6,348,33,74.1,729.1,19,3942,1476,645,312,92,324,232,1,-14.6,44.7,-9999,1532,1193,48
SD00010465,1935,33.08232,-116.51855,-9999,15.4,24.4,8,16.3,353,47,71.8,519.3,27,3833,1646,672,302,104,320,215,2,-15.7,44.5,17.9,1557,1215,47
SD00010604,1935,32.95935,-116.57969,-9999,11.9,21.2,4.7,16.5,744,76,29.4,278.6,69,2736,2528,297,268,128,302,174,17,-19.6,39.9,-9999,1224,776,56
SD00010571,1935,33.13604,-116.79118,-9999,15.4,23.9,8.8,15.1,490,43,51.9,549.8,22,3842,1570,624,320,88,330,242,2,-12.9,43.8,-9999,1462,1041,51
SD00010462,1935,33.38516,-116.67809,-9999,13.8,23,6.5,16.5,425,61,56,374.4,42,3327,2024,487,301,107,321,214,4,-15.9,41.7,-9999,1319,950,55
SD00010613,1935,33.34371,-116.9104,-9999,14.3,23.6,7,16.6,539,57,45,412.9,38,3477,1931,561,311,98,326,228,5,-14.3,41.5,-9999,1284,881,58
SD00010463,1936,33.21113,-116.52236,-9999,14.2,23.7,6.7,16.9,362,60,66.9,392.4,38,3457,1937,545,314,91,328,237,3,-14.5,40.8,-9999,1289,949,58
SD00010607,1936,32.81302,-116.83831,-9999,17.3,24,11.8,12.2,361,26,75.8,940.7,10,4456,1042,761,349,37,350,313,0,-8,44.5,-9999,1494,1142,53
SD00010554,1936,32.54362,-117.08315,-9999,16.8,21.6,12.8,8.8,248,15,107.9,1440,8,4243,1001,513,364,0,363,363,0,-1.9,39.2,-9999,1098,848,70
SD00010569,1936,32.99283,-116.59522,-9999,12.3,21.6,5.2,16.4,731,76,30.6,284.5,60,2869,2399,333,279,122,308,185,13,-18.5,40.3,20.4,1239,788,56
SD00010570,1936,33.04838,-116.63085,-9999,13.8,22.8,6.8,16,631,70,37.8,324.7,38,3317,2001,463,307,102,322,220,6,-15,41.8,-9999,1311,864,56
SD00010568,1936,32.92561,-116.45807,-9999,13.5,22.8,6.1,16.7,505,62,46.5,366.1,48,3228,2121,457,280,122,309,186,6,-18,42.2,-9999,1399,978,51
SD00010578,1937,32.71175,-116.75089,-9999,15.8,23.6,9.5,14.1,426,38,60.4,628,18,3937,1450,618,322,82,331,249,1,-13.2,44.1,-9999,1483,1084,50
SD00010543,1937,33.36337,-116.83613,-9999,13.7,23.2,6.5,16.7,602,59,39.5,395.4,44,3314,2061,504,306,101,324,223,7,-15.3,40.7,18.1,1234,831,59
SD00010572,1937,32.92704,-116.83838,-9999,16.5,23.7,10.7,13.1,409,33,64.9,728.7,14,4180,1251,679,337,59,341,282,1,-10.2,44.4,-9999,1499,1111,51
SD00010610,1938,32.72802,-117.23979,-9999,16.7,21,13,8.1,242,15,110,1428.9,8,4192,1001,465,365,0,364,364,0,0.3,37.8,-9999,976,733,75
SD00010557,1938,32.77089,-116.7978,-9999,17,24,11.3,12.7,381,29,70.8,841.6,11,4346,1129,737,345,47,347,301,1,-8.9,44.4,17.6,1499,1131,52
SD00010575,1938,33.27763,-116.85549,-9999,15,23.9,7.8,16,559,53,44.7,453.7,29,3702,1719,609,317,90,329,239,3,-13.7,42.9,-9999,1390,966,54
SD00010552,1938,32.88727,-116.44724,-9999,11.9,21.1,4.7,16.4,575,70,38,301.1,70,2736,2528,294,256,137,298,161,13,-20.4,40.5,-9999,1298,874,52
SD00010573,1938,33.07822,-116.61748,-9999,13.8,22.8,6.7,16,630,69,37.8,329.8,39,3311,2006,461,307,101,323,221,6,-14.9,41.7,-9999,1307,865,56
SD00010612,1938,32.66367,-116.27363,-9999,13.6,22.3,7.2,15.1,360,51,65.6,437.5,37,3247,2021,413,276,129,305,175,3,-17.3,42.9,-9999,1455,1110,47
SD00010606,1938,32.94033,-116.51363,-9999,12.3,21.7,5,16.6,631,69,35.3,312,63,2862,2422,337,272,127,304,177,12,-19.1,40.4,19.7,1265,839,55
SD00010608,1938,33.32563,-116.89086,-9999,14,23.5,6.8,16.7,589,61,40.8,381.5,41,3408,1990,539,309,99,325,226,6,-14.6,41.1,-9999,1257,846,59
SD00010560,1939,33.28781,-117.08392,-9999,17,23.9,11.9,12,378,23,71.3,1036,10,4328,1099,692,350,35,352,316,0,-7.1,45.3,-9999,1449,1095,54
SD00010609,1940,33.39493,-117.0338,-9999,16.8,24.5,11.1,13.4,422,31,63.5,783.3,13,4284,1200,743,352,34,354,320,1,-6.8,44.5,-9999,1411,1049,57
SD00010559,1940,33.43751,-117.32043,-9999,17,23.1,12.6,10.4,347,19,77.7,1210.9,9,4315,1043,621,360,12,361,349,0,-3.5,43.4,-9999,1324,1009,60
SD00010614,1940,33.28809,-116.59418,-9999,13.1,22.4,6,16.4,478,78,48.3,287.8,48,3109,2189,405,291,113,316,203,6,-17.3,40.1,20.2,1263,874,56
SD00010464,1941,33.22157,-116.60615,-9999,13.8,22.8,6.8,16,445,64,53.5,356,38,3320,1991,458,292,115,316,200,4,-17.1,41.8,-9999,1381,993,51
SD00010467,1941,33.21145,-116.5124,-9999,14.3,23.8,6.7,17.2,356,60,68.3,395.4,39,3493,1923,567,316,89,329,240,3,-14.4,40.8,-9999,1287,953,59
SD00010611,1941,32.5987,-116.50384,-9999,14.5,22.8,8.3,14.5,336,36,72.9,628.8,28,3505,1785,479,282,124,308,184,2,-16.2,44.1,-9999,1546,1220,44
SD00010540,1945,33.33502,-116.86051,-9999,13.7,23.3,6.4,16.9,612,65,38.8,359.3,45,3317,2072,514,307,101,324,223,7,-15.1,40.6,20.1,1222,813,60
SD00010538,1941,32.65127,-116.38252,-9999,13.4,21.9,7.2,14.7,405,44,57.7,494.7,38,3155,2076,375,264,139,299,160,4,-17.7,43.2,-9999,1478,1102,45
SD00010494,1935,35.17997,-118.83301,-9999,18.5,29.3,8.2,21.1,153,13,186,2290.2,20,4958,1202,1373,343,48,340,292,0,-10.9,44.5,17,1497,1343,56
