specimen_number,Tmax01_100Y,Tmax02_100Y,Tmax03_100Y,Tmax04_100Y,Tmax05_100Y,Tmax06_100Y,Tmax07_100Y,Tmax08_100Y,Tmax09_100Y,Tmax10_100Y,Tmax11_100Y,Tmax12_100Y,Tmin01_100Y,Tmin02_100Y,Tmin03_100Y,Tmin04_100Y,Tmin05_100Y,Tmin06_100Y,Tmin07_100Y,Tmin08_100Y,Tmin09_100Y,Tmin10_100Y,Tmin11_100Y,Tmin12_100Y,Tave01_100Y,Tave02_100Y,Tave03_100Y,Tave04_100Y,Tave05_100Y,Tave06_100Y,Tave07_100Y,Tave08_100Y,Tave09_100Y,Tave10_100Y,Tave11_100Y,Tave12_100Y,PPT01_100Y,PPT02_100Y,PPT03_100Y,PPT04_100Y,PPT05_100Y,PPT06_100Y,PPT07_100Y,PPT08_100Y,PPT09_100Y,PPT10_100Y,PPT11_100Y,PPT12_100Y,DD_0_01_100Y,DD_0_02_100Y,DD_0_03_100Y,DD_0_04_100Y,DD_0_05_100Y,DD_0_06_100Y,DD_0_07_100Y,DD_0_08_100Y,DD_0_09_100Y,DD_0_10_100Y,DD_0_11_100Y,DD_0_12_100Y,DD5_01_100Y,DD5_02_100Y,DD5_03_100Y,DD5_04_100Y,DD5_05_100Y,DD5_06_100Y,DD5_07_100Y,DD5_08_100Y,DD5_09_100Y,DD5_10_100Y,DD5_11_100Y,DD5_12_100Y,DD_18_01_100Y,DD_18_02_100Y,DD_18_03_100Y,DD_18_04_100Y,DD_18_05_100Y,DD_18_06_100Y,DD_18_07_100Y,DD_18_08_100Y,DD_18_09_100Y,DD_18_10_100Y,DD_18_11_100Y,DD_18_12_100Y,DD18_01_100Y,DD18_02_100Y,DD18_03_100Y,DD18_04_100Y,DD18_05_100Y,DD18_06_100Y,DD18_07_100Y,DD18_08_100Y,DD18_09_100Y,DD18_10_100Y,DD18_11_100Y,DD18_12_100Y,NFFD01_100Y,NFFD02_100Y,NFFD03_100Y,NFFD04_100Y,NFFD05_100Y,NFFD06_100Y,NFFD07_100Y,NFFD08_100Y,NFFD09_100Y,NFFD10_100Y,NFFD11_100Y,NFFD12_100Y,PAS01_100Y,PAS02_100Y,PAS03_100Y,PAS04_100Y,PAS05_100Y,PAS06_100Y,PAS07_100Y,PAS08_100Y,PAS09_100Y,PAS10_100Y,PAS11_100Y,PAS12_100Y,Eref01_100Y,Eref02_100Y,Eref03_100Y,Eref04_100Y,Eref05_100Y,Eref06_100Y,Eref07_100Y,Eref08_100Y,Eref09_100Y,Eref10_100Y,Eref11_100Y,Eref12_100Y,CMD01_100Y,CMD02_100Y,CMD03_100Y,CMD04_100Y,CMD05_100Y,CMD06_100Y,CMD07_100Y,CMD08_100Y,CMD09_100Y,CMD10_100Y,CMD11_100Y,CMD12_100Y,RH01_100Y,RH02_100Y,RH03_100Y,RH04_100Y,RH05_100Y,RH06_100Y,RH07_100Y,RH08_100Y,RH09_100Y,RH10_100Y,RH11_100Y,RH12_100Y,Tmax_wt_100Y,Tmax_sp_100Y,Tmax_sm_100Y,Tmax_at_100Y,Tmin_wt_100Y,Tmin_sp_100Y,Tmin_sm_100Y,Tmin_at_100Y,Tave_wt_100Y,Tave_sp_100Y,Tave_sm_100Y,Tave_at_100Y,PPT_wt_100Y,PPT_sp_100Y,PPT_sm_100Y,PPT_at_100Y,DD_0_wt_100Y,DD_0_sp_100Y,DD_0_sm_100Y,DD_0_at_100Y,DD5_wt_100Y,DD5_sp_100Y,DD5_sm_100Y,DD5_at_100Y,DD_18_wt_100Y,DD_18_sp_100Y,DD_18_sm_100Y,DD_18_at_100Y,DD18_wt_100Y,DD18_sp_100Y,DD18_sm_100Y,DD18_at_100Y,NFFD_wt_100Y,NFFD_sp_100Y,NFFD_sm_100Y,NFFD_at_100Y,PAS_wt_100Y,PAS_sp_100Y,PAS_sm_100Y,PAS_at_100Y,Eref_wt_100Y,Eref_sp_100Y,Eref_sm_100Y,Eref_at_100Y,CMD_wt_100Y,CMD_sp_100Y,CMD_sm_100Y,CMD_at_100Y,RH_wt_100Y,RH_sp_100Y,RH_sm_100Y,RH_at_100Y,MAT_100Y,MWMT_100Y,MCMT_100Y,TD_100Y,MAP_100Y,MSP_100Y,AHM_100Y,SHM_100Y,DD_0_100Y,DD5_100Y,DD_18_100Y,DD18_100Y,NFFD_100Y,bFFP_100Y,eFFP_100Y,FFP_100Y,PAS_100Y,EMT_100Y,EXT_100Y,Eref_100Y,CMD_100Y,RH_100Y
RSA421268,15.848,16.454,17.511,19.92,22.238,26.58,31.287,31.468,29.387,25.054,20.5,16.869,5.093,5.68,5.885,7.39,9.26,11.716,15.409,16.043,14.774000000000001,11.643,8.326,5.755,10.474,11.065,11.696,13.654,15.752,19.159,23.348,23.754,22.09,18.348,14.414,11.318,132.77,145.08,115.08,55.71,19.18,6.03,1.1,3.28,13.06,28.41,59.71,93.56,5.03,3.76,2.59,0.46,0,0,0,0,0,0,0.5,3.63,171.34,168.55,204.84,256.65,334.94,423.84,567.84,580.2,511.39,413.01,276.53,192.92,238.21,195.63,202.02,145.53,96.51,32.05,3.45,3.22,15.01,49.11,125.75,211.37,2.8,2.21,3.55,8.81,20.18,67.38,167.3,179.77,135.47,51.96,14.14,4.47,27.25,25.6,28.49,28.85,30.58,30,31,31,30,30.98,29.43,28.71,0.84,0.34,0.11,0.07,0.01,0,0,0,0,0,0.05,0.15,48.51,56.98,84.63,109.42,135.84,160.74,187.29,171.38,131.91,94.12,59.97,46.74,8.23,10.16,23.36,60.98,117.16,154.7,186.42,168.24,118.83,66.43,23.41,12.2,65.68,65.79,63.46,61.37,60.78,56.75,55.47,56.7,58.25,60.32,62.56,64.79,16.383,19.89,29.775,24.981,5.501,7.514,14.386,11.586,10.946,13.703,22.085,18.284,371.55,189.84,10.19,101.25,12.42,3.13,0,0.58,532.34,796.36,1571.98,1200.86,645.66,444.07,38.64,189.94,9.38,32.56,414.38,201.56,81.43,87.9,92,90.36,1.63,0.28,0,0.05,152.33,329.92,519.5,285.94,30.59,201.5,509.36,208.67,65.4,61.84,56.27,60.37,16.259,24.078,9.586,14.497,672.67,42.49,46.735,946.947,16.17,4102.03,1317.99,658.02,351.61,32.18,354.61,322.4,2.13,-6.5,43.1,1287.71,950.12,60.93
RSA421285,12.526,13.572,15.055,18.823,23.548,28.948999999999998,33.251,32.501,29.238,23.653,17.358,13.409,0.754,2.233,3.773,5.738,8.952,12.407,16.427,15.882,12.973,8.289,4.048,1.119,6.645,7.902,9.416,12.282,16.253,20.678,24.841,24.19,21.101,15.968,10.695,7.263,88.66,90.74,92.12,55.66,22.1,8.3,0,1.85,10.86,21.28,51.96,67.52,14.05,9,5.22,0.9,0,0,0,0,0,0.01,2.16,10.93,86.23,102.15,148.72,219.09,349.9,469.55,613.77,593.82,482.29,340.66,175.92,96.26,355.92,278.89,269.15,181.96,86.99,19.13,1.72,2.75,20.76,93.23,222.35,330.29,0.04,0.11,0.97,5.98,28.69,98.28,212.9,193.4,112.92,25.3,1.76,0.18,17.1,19.14,24.79,27.28,30.45,30,31,31,30,30.09,24.24,18.09,2.28,1.24,0.69,0.31,0.01,0,0,0,0,0,0.47,1.01,41.35,49.88,74.53,105.03,144.81,175.2,197.91,177.04,132.24,90.5,52.49,39.74,4.6,7.51,18.64,53.73,122.64,167.03,197.91,175.29,121.49,69.26,19.25,7.68,61.35,63.13,63.78,59.5,56.62,53.05,53.61,53.96,53.89,54.53,58.42,60.45,13.17,19.146,31.568,23.413,1.36,6.151,14.91,8.437,7.265,12.644,23.238,15.933,247,169.88,9.99,84.12,33.95,6.18,0,2.3,284.18,717.71,1677.07,998.88,965.51,538.09,23.58,336.4,0.29,35.74,504.51,140.01,54.36,82.5,92,84.19,4.59,1.11,0,0.48,130.9,324.35,550.25,275.27,19.79,195.01,540.23,210,61.7,59.93,53.52,55.56,14.779,25.166,5.821,19.352,510.92,43.01,54.926,980.243,42.4,3678.25,1863.15,680.55,312.84,83.12,322.85,239.77,6.34,-15.2,42,1280.78,965.03,57.72
RSA421286,12.225,13.645,15.087,19.05,23.719,29.291,33.338,32.354,29.205000000000002,23.136,17.128,13.033,0.067,0.981,2.449,4.551,7.934,11.811,15.73,15.135,11.989,7.532,3.137,0.288,6.156,7.312,8.769,11.803,15.826,20.552,24.535,23.751,20.593,15.335,10.134,6.662,51.28,56.62,53.15,32.94,9.69,5.46,0,2.53,5.9,13.86,30.7,42.94,16.01,10.6,6.38,1.12,0,0,0,0,0,0.05,2.61,12.87,77.5,91.24,133.67,206.09,337.13,465.84,604.41,580.03,467.16,321.32,162.04,84.42,370.94,295.47,288.66,194.75,96.01,20.07,1.94,3.4,24.52,107.51,238.35,348.99,0.02,0.06,0.62,4.76,24.89,95.63,203.52,179.79,101.75,20.01,1.09,0.1,15.35,16.11,21.67,25.59,29.92,30,31,31,29.95,29.52,22.42,15.81,1.65,1.03,0.61,0.23,0.01,0,0,0,0,0,0.32,0.84,41.65,51.91,77.49,109.17,148.98,179.78,201.41,178.81,134.97,90.1,53.31,39.95,9.05,15.42,33.55,76.46,139.21,174.38,201.41,176.33,129.14,76.3,26.73,12,60.04,59.1,59.74,55.55,53.41,50.81,51.66,52.45,51.44,53.74,56.36,58.8,12.963,19.287,31.663,23.152,0.441,4.978,14.226,7.553,6.707,12.128,22.944,15.355,150.92,95.83,7.92,50.47,39.52,7.5,0,2.83,252.77,676.76,1650.17,950.58,1015.82,579.46,25.42,370.26,0.16,30.23,478.9,122.76,47.16,77.26,92,81.72,3.65,0.92,0,0.32,133.5,335.6,560.06,278.28,36.47,249.22,552.12,232.17,59.34,56.26,51.59,53.83,14.281,24.823,5.245,19.585,304.97,23.56,91.039,1564.124,49.85,3530.66,1990.57,632.1,298.17,99.13,315.25,216.08,5,-16.4,41.6,1307.43,1069.98,55.27
RSA421287,11.34,12.657,14.738,18.383,22.687,27.896,32.012,31.221,28.128,22.316,16.479,11.877,-0.09799999999999999,0.738,1.41,3.893,7.162,11.48,15.36,14.942,12.205,7.708,3.303,0.472,5.622,6.704,8.075,11.137,14.921,19.685,23.689,23.08,20.169,15.012,9.895,6.177,64.3,60.61,67.04,44.37,12.33,4.25,0.36,5.98,7.83,16.77,40.32,44.88,18.24,12.3,7.68,1.38,0,0,0,0,0,0.05,2.78,14.54,67.83,79.77,117,187.92,309.99,439.94,578.31,559.58,454.47,311.48,155.82,74.73,387.11,312.46,310.04,212.44,116.53,27.06,2.92,4.62,27.69,114.59,245.08,363.95,0.01,0.01,0.21,2.82,17.15,77.65,177.58,159.94,92.3,16.7,0.79,0.04,14.89,15.5,18.97,24.39,29.47,30,31,31,29.98,29.69,22.81,16.34,2.61,1.47,1.13,0.44,0.03,0,0,0,0,0,0.5,1.09,39.8,49.64,78.11,107.21,144.07,170.65,192.32,171.81,129.13,87.18,51.94,37.57,7.05,14.16,29.1,65.56,131.68,166.33,191.92,165.9,121.31,70.36,22.32,11.01,62.01,61.03,57.55,55.31,53.78,53.08,53.76,54.41,54.4,56.18,58.52,62.72,11.956,18.601,30.375,22.305,0.369,4.16,13.927999999999999,7.74,6.168,11.38,22.158,15.026,169.94,123.75,10.7,65,45.15,9.18,0,2.96,222.06,614.85,1577.73,921.81,1063.86,639.01,34.64,387.38,0.06,20.15,415.22,109.81,46.69,72.89,92,82.35,5.17,1.72,0,0.53,127.08,329.39,534.73,268.3,32.22,226.34,524.15,213.99,61.93,55.58,53.73,56.39,13.679,24.006,4.776,19.227,369.19,30.87,73.883,1129.542,57.33,3336.83,2124.44,545.23,293.83,106.24,315.71,209.44,7.43,-16.8,41,1259.53,996.7,56.92
RSA421292,13.769,17.469,20.685,24.664,28.989,33.766,37.457,36.451,33.098,27.311,20.142,14.366,2.207,4.508,6.513,9.169,12.484,16.177,19.291,18.543,15.583,10.995,5.551,2.48,7.989,10.984,13.593,16.92,20.73,24.971,28.374,27.496,24.34,19.155,12.843,8.422,30.2,34.56,29.75,17.15,6.26,1.01,0,0.74,4.25,9.83,15.92,22.21,9.56,3.81,1.48,0.02,0,0,0,0,0,0,0.98,7.86,115.07,171.03,265.57,354.67,485.12,598.31,722.37,695.36,578.51,437.51,235.06,122.39,314.35,197.27,150.57,71.99,23.53,3.3,0.11,0.41,7.01,38.91,164.68,294.77,0.44,2.25,11.89,37.14,100.98,211.56,321.32,294.7,193.63,70.81,7.16,0.6,20.89,23.84,29.28,29.7,31,30,31,31,30,30.92,26.77,21.81,0.29,0,0,0,0,0,0,0,0,0,0,0.07,43.74,60.25,96.96,132.3,174.5,201.15,223.24,198.86,149.42,102.78,59.67,41.34,18.04,28.83,67.18,115.11,168.29,200.03,223.24,198.06,145.32,92.91,43.79,20.51,62.58,59.46,56.91,54.52,53.17,51.92,51.65,51.9,51.86,53.14,55.6,61.78,15.2,24.78,35.895,26.846,3.056,9.394,18.002,10.706,9.132,17.081,26.949,18.778,86.93,53.13,1.99,29.83,21.26,1.59,0,1.01,408.22,1105.3,2016.08,1251.01,806.82,246.02,4.09,210.64,3.3,150.03,827.67,271.61,66.43,89.93,92,87.68,0.65,0,0,0,145.23,403.68,623.18,311.85,67.38,350.58,621.33,282.02,61.23,54.88,51.87,53.48,17.987,28.6,7.375,21.228,171.88,12.28,186.212,3987.602,23.87,4780.93,1267.22,1252.66,335.97,55.97,335.01,279.01,0.81,-12,44.8,1483.92,1321.31,55.45
RSA421297,12.434,13.442,15.272,18.024,20.701999999999998,25.107,29.444,29.437,27.193,23.089,17.093,13.378,3.394,3.514,4.277,6.268,8.673,12.829,16.978,16.753,14.682,10.764,6.974,4.201,7.916,8.473,9.773,12.141,14.682,18.971,23.204,23.094,20.932,16.927,12.028,8.794,169.61,201.81,157.16,75.65,20.78,8.31,1.13,3.8,17.11,30.06,80.99,128.78,10.02,7.59,4.57,0.9,0,0,0,0,0,0,1.37,7.18,111.7,112.23,155.51,214.15,302.6,418.32,563.62,560.04,477.27,369.75,209.65,129.3,316.6,263.3,258.14,185.37,122.22,33.99,3.67,4.51,21.62,72.39,185.81,283.64,0.29,0.2,0.85,4.04,13.46,64.08,163.08,160.16,108.74,32.99,3.92,0.81,23.82,21.98,25.89,27.94,30.42,30,31,31,30,30.91,28.39,25.95,2.98,2.13,0.84,0.27,0.03,0,0,0,0,0,0.39,1.02,40.33,49.78,76.82,100.81,126.62,145.34,165.24,152.9,118.5,86.52,50.48,38.77,4.89,6.67,15.44,45.74,106.43,137.1,164.35,149.04,102.21,57.87,15.53,7.64,70.18,67.62,64.73,63.13,63.09,63.45,64.04,63.45,63.36,62.8,67.88,69.97,13.081,17.996,27.998,22.457,3.698,6.401,15.519,10.807,8.388,12.202,21.753,16.634,500.51,253.52,13.07,128.13,24.8,5.55,0,1.43,352.85,672.29,1542.08,1056.74,864.03,565.81,42.06,279.88,1.22,18.37,387.34,145.73,71.58,84.23,92,89.27,6.26,1.33,0,0.41,128.86,304.17,463.44,255.54,19.2,167.61,450.49,175.61,69.29,63.68,63.69,64.69,14.741999999999999,23.641,7.051,16.594,895.01,50.93,33.319,776.06,31.7,3624.26,1751.36,552.7,337.07,58.89,341.31,282.46,8.11,-10,40.9,1152.08,812.91,65.29
RSA421299,12.651,14.155,16.295,19.439,23.819,29.066,33.611,33.526,30.259,24.139,17.714,13.146,1.118,2.169,3.876,6.442,10.059,14.201,18.501,17.977,14.678,9.817,4.421,1.583,6.881,8.156,10.083,12.938,16.942,21.636,26.054,25.761,22.477,16.978,11.071,7.36,79.58,87.87,61.91,31.39,10.59,2.23,1.3,3.36,9.34,12.24,38.11,63.57,13.11,8.31,4.19,0.7,0,0,0,0,0,0,1.8,10.54,92,108.38,167.4,238.28,370.71,498.19,651.1,641.67,523.02,371.3,186.49,98.92,348.42,271.97,248.78,164.36,72.05,12.77,0.92,1.24,13.16,71.85,211.9,327.34,0.05,0.17,1.8,8.55,36.32,119.24,250.14,241.05,144.72,36.66,2.42,0.18,18.12,18.93,25.14,28.09,30.84,30,31,31,30,30.76,24.99,19.39,1.93,1.06,0.24,0.06,0,0,0,0,0,0,0.28,0.92,42.9,53.2,81.7,108.15,144.22,171.06,194.02,179.39,136.23,92.14,54.97,40.27,7.67,12.44,34.42,77.57,133.63,168.92,192.88,176,126.89,79.91,25.84,10.64,62.26,61.35,60.71,59.89,58.98,57.46,58.13,56.91,55.95,57.51,58.6,62.45,13.308,19.847,32.063,24.039,1.619,6.796,16.891000000000002,9.642,7.463,13.318,24.48,16.836,231.08,103.87,6.71,59.68,31.99,4.96,0,1.96,298.99,776.37,1791.02,1080.78,948.09,485.27,14.92,296.98,0.38,46.6,610.44,183.75,56.41,83.93,92,85.67,4.02,0.34,0,0.28,136.4,334.17,544.43,283.44,30.75,245.62,537.8,232.64,62.05,59.87,57.53,57.3,15.533,26.449,6.044,20.403,401.27,26.69,75.623,1483.691,38.82,3947.49,1744.78,841.24,317.99,77.39,326.97,249.53,4.8,-14.1,44,1298.45,1046.81,59.15
RSA421300,18.358,19.187,20.4,22.353,24.083,28.073,32.259,32.588,30.962,26.813,22.675,18.899,4.486,5.158,5.7139999999999995,7.254,9.174,11.478,14.672,15.21,13.777,10.616,7.506,5.023,11.422,12.173,13.057,14.805,16.632,19.781,23.465,23.902,22.374,18.714,15.085,11.963,102.21,111.42,94.84,40.08,13.05,3.44,1.04,3.01,9.24,17.26,44.68,75.63,3.87,2.82,1.69,0.18,0,0,0,0,0,0,0.36,3.01,195.76,195.48,242.89,289.98,361.36,442.6,571.53,584.83,519.85,424.24,295.66,210.79,210.21,167.74,164.85,116.64,77.68,25.62,3.17,3.02,13.68,44.06,110.39,193.56,4.57,4.37,7.7,14.92,28.26,78.89,170.87,184.18,142.27,57.79,18.63,6.24,26.1,24.85,28.21,28.8,30.53,30,31,31,30,30.89,28.91,27.52,0.42,0.13,0.02,0.01,0,0,0,0,0,0,0.02,0.07,57,67.67,99.5,124.55,149.54,172.7,197.78,182.66,144.19,104.56,68.4,53.61,12.82,16.14,36.07,86.02,136.46,169.2,196.86,179.69,134.96,87.26,33.23,16.42,57.09,56.9,55.46,54.79,55.88,52.68,51.42,52.09,52.07,53.31,54.81,57.2,18.811,22.279,30.972,26.815,4.888,7.382,13.786999999999999,10.629,11.85,14.829,22.381,18.723,289.37,147.9,7.35,71.27,9.61,2.12,0,0.39,601.52,894.28,1598.85,1239.82,571.96,359.22,31.85,168.1,15.12,50.87,433.92,218.64,78.42,87.53,92,89.75,0.75,0.03,0,0.02,178.23,373.63,553.15,317.14,45.38,258.55,545.75,255.45,57.1,55.41,52.01,53.35,16.948,24.212,10.471,13.738,515.78,29.69,62.67,1337.689,12.28,4334.91,1130.74,718.71,347.55,40.48,349.53,309.07,1.01,-7.9,44.3,1422.11,1105.13,54.51
RSA421301,13.576,12.987,14.574,17.592,19.012999999999998,23.067,25.49,26.383,23.691,21.42,18.272,13.732,5.627,5.829,5.9030000000000005,6.938,7.625,8.831,10.74,11.232,10.552,9.044,7.418,5.656,9.597,9.411,10.252,12.266,13.317,15.954,18.125,18.821,17.115,15.232,12.844,9.695,210.57,192.56,154.93,55.13,7.48,1.44,0,1.57,10.83,30.42,70.54,119.88,6,5.65,3.74,0.9,0,0,0,0,0,0.01,0.99,5.39,143.18,125.07,159.88,215.15,261.3,328.13,407.16,428.48,363.79,318.12,226.67,144.69,264.55,237.13,243.14,182.12,158.08,83.71,36.08,30.36,65.29,107.78,164.51,256.03,0.36,0.04,0.1,1.2,2.44,21.66,40.31,55.98,39.22,9.92,2.74,0.35,28.18,25.94,28.66,28.63,29.88,29.85,31,31,29.76,30.53,28.79,28.6,1.65,0.99,0.35,0.03,0.01,0,0,0,0,0,0.17,0.54,40.52,43.83,69.46,96.51,118.07,143.71,157.8,150.07,109.94,82.91,54.07,37.91,1.4,3.35,10.87,49.55,110.58,142.42,157.8,148.53,99.09,54.76,16.06,4.42,73.93,76.46,71.85,66.35,64.52,57.42,56.67,55.89,60.59,62.31,65.96,73.45,13.444,17.061,24.987,21.124,5.69,6.833,10.28,8.997,9.574,11.947,17.628,15.064,523.11,217.52,2.92,111.88,17.05,4.65,0,1.16,412.74,636.29,1163.84,908.59,758.03,583.25,150.15,337.63,0.7,3.78,117.9,51.88,82.72,87.3,91.59,88.92,3.17,0.62,0,0.18,122.27,284.15,451.55,246.85,9.17,171,448.75,169.91,74.6,67.55,56.7,62.95,13.549,18.929,8.639,10.289,855.29,21.17,32.191,1631.478,22.78,3121.77,1828.84,174.31,350.41,32.29,347.25,314.92,4.16,-5.3,39.9,1104.88,798.83,65.52
RSA421302,15.671,16.852,18.891,20.871,24.077,28.097,32.007,32.547,29.595,24.987,20.728,16.707,4.823,5.443,5.951,7.664,9.545,11.943,14.738,15.058,13.143,10.584,7.111,5.521,10.244,11.15,12.422,14.273,16.814,20.018,23.373,23.806,21.366,17.786,13.922,11.115,107.87,108.1,88.21,33.86,8.9,1.9,1.14,2.74,8.35,13.92,41.87,75.32,5.22,3.58,2.09,0.27,0,0,0,0,0,0,0.63,3.74,164.72,170.05,224.67,274.17,366.91,449.84,568.63,581.84,490.21,395.9,261.71,187,244.83,193.29,181.88,129.59,73.63,23.11,3.29,3.15,18.63,57.09,137.67,216.39,2.18,2.1,5.27,11.59,30.23,83.19,167.97,181.26,118.53,42.7,10.69,3.74,26.79,25.32,28.6,29.09,30.71,30,31,31,30,30.91,28.58,28.44,0.67,0.21,0.02,0.01,0,0,0,0,0,0,0.02,0.12,47.92,58.43,91.02,114.22,148.11,171.27,195.19,182.4,137.03,95.53,61.93,46.22,8.3,13.6,32.22,81.28,139.21,169.55,194.23,179.64,128.59,81.53,29.7,12.9,65.3,63.96,59.93,59.67,56.88,53.83,52.2,51.73,53.49,57.5,58.47,64.5,16.405,21.276,30.885,25.103,5.255,7.724,13.921,10.284,10.829,14.504,22.401,17.689,291.39,131,5.56,64.17,12.65,2.42,0,0.7,521.26,865.71,1600.37,1147.85,654.97,385.03,29.56,213.44,8.01,47.1,432.47,171.89,80.43,88.32,92,89.38,1.19,0.03,0,0.02,152.6,353.4,549.01,294.45,34.8,252.71,543.42,239.82,64.61,58.8,52.55,56.47,16.357,24.098,9.533,14.564,491.97,22.85,65.094,1702.258,15.82,4135.55,1282.65,659.51,350.02,34.31,349.41,315.08,1.47,-6.7,44.5,1349.34,1070.75,58.11
RSA421304,15.712,17.098,19.078,21.878,25.132,29.295,33.829,34.199,31.932,26.739,20.531,16.502,2.842,3.436,4.642,6.673,9.461,12.486,16.109,15.872,13.679,10.111,5.807,3.488,9.275,10.267,11.856,14.276,17.297,20.89,24.972,25.036,22.808,18.425,13.171,9.993,74.66,80.63,69.45,29.58,9.3,1.94,0,4,7.18,11.58,34.73,54.74,6.9,4.64,2.49,0.29,0,0,0,0,0,0,0.87,5.14,143.19,151.72,211.64,275.39,381.51,476,617.62,619.71,532.87,415.3,241.85,159.32,274.5,215.87,197.51,129.68,65.13,16.83,1.55,1.77,11.77,48.01,156.3,248.12,1.34,1.28,4.53,13.1,37.99,101.88,216.66,219.14,152.9,55.04,8.04,2.16,22.49,21.8,26.6,28.31,30.68,30,31,31,30,30.85,27.12,24.34,0.68,0.28,0.03,0.01,0,0,0,0,0,0,0.03,0.15,50.13,61.86,94.17,122.46,155.86,178.76,205.28,192.1,149.3,104.06,62.6,47.61,12.57,18.16,40.45,93.15,146.54,176.87,205.24,188.1,142.14,92.55,33.25,16.15,59.25,57.32,55.72,54.45,54.16,52.53,51.58,50.28,49.74,52.14,55.33,59.06,16.433,22.032,32.441,26.409,3.25,6.932,14.819,9.869,9.84,14.48,23.631,18.133,210.08,108.29,5.87,53.51,16.7,2.9,0,0.94,453.86,868.57,1713.28,1190.11,738.76,392.17,20.12,216.08,4.75,55.71,537.69,215.99,68.62,85.55,92,87.81,1.37,0.04,0,0.04,159.73,372.4,576.03,316.05,46.88,280.14,570.21,267.94,58.51,54.78,51.39,52.41,16.52,25.505,8.473,17.031,377.76,22.44,84.572,1806.702,20.53,4226.1,1366.77,814.14,333.94,61.08,338.14,277.07,1.67,-10.9,45.5,1424.26,1165.17,54.29
RSA421307,15.345,16.261,18.013,20.604,23.61,27.752,31.64,32.126,29.458,24.514,19.959,16.025,6.037,6.194,6.723,8.187,10.263,12.83,15.862,16.473,14.633,12.076,8.686,6.8389999999999995,10.687,11.233,12.365,14.397,16.937,20.288,23.751,24.302,22.041,18.289,14.322,11.435,128.94,120.3,97.05,39.19,9.82,2.65,0,3.5,8.3,18.59,54.84,85.04,4.68,3.5,2.14,0.25,0,0,0,0,0,0,0.57,3.44,176.15,172.14,223.36,277.87,370.66,458.03,580.27,597.01,510.17,411.37,273.58,195.75,231.27,191.32,183.23,126.34,71.04,20.81,2.84,2.5,14.96,49.28,127.87,207.9,3.04,2.27,5.12,12.28,31.68,88.53,179.46,196.46,134.34,50.6,13.14,4.6,28.79,26.17,29.52,29.38,30.88,30,31,31,30,30.99,29.61,30.02,0.68,0.21,0.02,0.01,0,0,0,0,0,0,0.02,0.1,45.13,55.14,84.97,111.33,142.51,165.84,188.31,174.85,132.41,90.08,57.22,42.39,6.65,11.53,26.78,73.99,132.59,163.18,188.31,171.28,124.1,71.51,23.27,10.69,70.02,67.88,64.54,61.93,60.08,56.87,55.76,56.21,57.69,62.85,65.07,70.49,15.875,20.738,30.51,24.643,6.349,8.393,15.055,11.793,11.116,14.565,22.783,18.22,334.36,146.06,6.22,81.79,11.61,2.42,0,0.62,543.61,871.89,1635.27,1195.23,630.86,380.55,25.97,192.14,9.76,48.99,464.44,198.07,84.97,89.64,92,90.6,1.21,0.03,0,0.02,142.71,338.65,529,279.72,28.87,233.36,522.77,218.88,69.45,62.15,56.33,61.91,16.669,24.546,9.865,14.681000000000001,568.35,24.37,56.962,1701.1779999999999,14.73,4246.34,1229.13,721.38,357.03,20.52,357.09,336.6,1.52,-4,44.1,1290.24,1003.88,62.45
RSA421308,18.926,19.394,20,21.334,22.205,24.157,26.892,27.356,26.756,24.83,22.326999999999998,19.68,7.374,8.28,9.13,10.613,12.438,14.281,16.318,16.633,15.693,13.367,9.931,7.75,13.15,13.839,14.561,15.977,17.32,19.217,21.602,21.997,21.222,19.094,16.129,13.717,81.44,88.44,65.6,25.68,6.46,0.92,0,1.97,6,8.91,33.91,55.76,2.36,1.72,1.09,0.02,0,0,0,0,0,0,0.08,1.82,240.96,235.32,283.09,323.69,382.2,425.85,514.17,526.2,485.86,435.71,323.38,257.55,162.34,128.15,125.85,89.21,63.68,30.71,7.82,7.53,19.5,38.82,87.55,148.28,8.91,9.16,13.16,21.33,33.42,68.08,118.21,129.57,115.29,60.79,25.12,12.25,30.15,27.7,30.85,29.99,31,30,31,31,30,31,29.92,30.65,0.07,0,0,0,0,0,0,0,0,0,0,0,55.36,63.71,89.98,108.83,123.4,131.18,146.41,137.06,112.51,89.09,64.12,52.87,15,18.34,38.77,83.45,117.03,130.16,146.41,135.16,106.62,80.17,35.06,19.28,63.99,65.43,66.28,67.05,70.08,70.21,68.75,68.45,67.35,65.76,62.42,63.04,19.331,21.176,26.131,24.634,7.791,10.731,15.745000000000001,12.996,13.56,15.949,20.937,18.811,225.7,97.64,2.77,48.88,5.89,1.3,0,0.18,733.36,988.95,1466.16,1245.02,439.14,278.75,45.94,145.88,30.02,67.96,315.94,201.16,88.5,91.82,92,90.92,0.17,0,0,0,172.03,322.12,414.67,265.78,52.62,239.25,411.73,221.85,64.17,67.86,69.13,65.2,17.318,22.283,12.374,9.916,375.03,15.24,88.825,2683.083,7.53,4433.94,909.5,615.25,363.14,5.54,361.83,356.29,0.19,-1.2,40.6,1174.54,925.45,66.59
