specimen_number,Tmax01_100Y,Tmax02_100Y,Tmax03_100Y,Tmax04_100Y,Tmax05_100Y,Tmax06_100Y,Tmax07_100Y,Tmax08_100Y,Tmax09_100Y,Tmax10_100Y,Tmax11_100Y,Tmax12_100Y,Tmin01_100Y,Tmin02_100Y,Tmin03_100Y,Tmin04_100Y,Tmin05_100Y,Tmin06_100Y,Tmin07_100Y,Tmin08_100Y,Tmin09_100Y,Tmin10_100Y,Tmin11_100Y,Tmin12_100Y,Tave01_100Y,Tave02_100Y,Tave03_100Y,Tave04_100Y,Tave05_100Y,Tave06_100Y,Tave07_100Y,Tave08_100Y,Tave09_100Y,Tave10_100Y,Tave11_100Y,Tave12_100Y,PPT01_100Y,PPT02_100Y,PPT03_100Y,PPT04_100Y,PPT05_100Y,PPT06_100Y,PPT07_100Y,PPT08_100Y,PPT09_100Y,PPT10_100Y,PPT11_100Y,PPT12_100Y,DD_0_01_100Y,DD_0_02_100Y,DD_0_03_100Y,DD_0_04_100Y,DD_0_05_100Y,DD_0_06_100Y,DD_0_07_100Y,DD_0_08_100Y,DD_0_09_100Y,DD_0_10_100Y,DD_0_11_100Y,DD_0_12_100Y,DD5_01_100Y,DD5_02_100Y,DD5_03_100Y,DD5_04_100Y,DD5_05_100Y,DD5_06_100Y,DD5_07_100Y,DD5_08_100Y,DD5_09_100Y,DD5_10_100Y,DD5_11_100Y,DD5_12_100Y,DD_18_01_100Y,DD_18_02_100Y,DD_18_03_100Y,DD_18_04_100Y,DD_18_05_100Y,DD_18_06_100Y,DD_18_07_100Y,DD_18_08_100Y,DD_18_09_100Y,DD_18_10_100Y,DD_18_11_100Y,DD_18_12_100Y,DD18_01_100Y,DD18_02_100Y,DD18_03_100Y,DD18_04_100Y,DD18_05_100Y,DD18_06_100Y,DD18_07_100Y,DD18_08_100Y,DD18_09_100Y,DD18_10_100Y,DD18_11_100Y,DD18_12_100Y,NFFD01_100Y,NFFD02_100Y,NFFD03_100Y,NFFD04_100Y,NFFD05_100Y,NFFD06_100Y,NFFD07_100Y,NFFD08_100Y,NFFD09_100Y,NFFD10_100Y,NFFD11_100Y,NFFD12_100Y,PAS01_100Y,PAS02_100Y,PAS03_100Y,PAS04_100Y,PAS05_100Y,PAS06_100Y,PAS07_100Y,PAS08_100Y,PAS09_100Y,PAS10_100Y,PAS11_100Y,PAS12_100Y,Eref01_100Y,Eref02_100Y,Eref03_100Y,Eref04_100Y,Eref05_100Y,Eref06_100Y,Eref07_100Y,Eref08_100Y,Eref09_100Y,Eref10_100Y,Eref11_100Y,Eref12_100Y,CMD01_100Y,CMD02_100Y,CMD03_100Y,CMD04_100Y,CMD05_100Y,CMD06_100Y,CMD07_100Y,CMD08_100Y,CMD09_100Y,CMD10_100Y,CMD11_100Y,CMD12_100Y,RH01_100Y,RH02_100Y,RH03_100Y,RH04_100Y,RH05_100Y,RH06_100Y,RH07_100Y,RH08_100Y,RH09_100Y,RH10_100Y,RH11_100Y,RH12_100Y,Tmax_wt_100Y,Tmax_sp_100Y,Tmax_sm_100Y,Tmax_at_100Y,Tmin_wt_100Y,Tmin_sp_100Y,Tmin_sm_100Y,Tmin_at_100Y,Tave_wt_100Y,Tave_sp_100Y,Tave_sm_100Y,Tave_at_100Y,PPT_wt_100Y,PPT_sp_100Y,PPT_sm_100Y,PPT_at_100Y,DD_0_wt_100Y,DD_0_sp_100Y,DD_0_sm_100Y,DD_0_at_100Y,DD5_wt_100Y,DD5_sp_100Y,DD5_sm_100Y,DD5_at_100Y,DD_18_wt_100Y,DD_18_sp_100Y,DD_18_sm_100Y,DD_18_at_100Y,DD18_wt_100Y,DD18_sp_100Y,DD18_sm_100Y,DD18_at_100Y,NFFD_wt_100Y,NFFD_sp_100Y,NFFD_sm_100Y,NFFD_at_100Y,PAS_wt_100Y,PAS_sp_100Y,PAS_sm_100Y,PAS_at_100Y,Eref_wt_100Y,Eref_sp_100Y,Eref_sm_100Y,Eref_at_100Y,CMD_wt_100Y,CMD_sp_100Y,CMD_sm_100Y,CMD_at_100Y,RH_wt_100Y,RH_sp_100Y,RH_sm_100Y,RH_at_100Y,MAT_100Y,MWMT_100Y,MCMT_100Y,TD_100Y,MAP_100Y,MSP_100Y,AHM_100Y,SHM_100Y,DD_0_100Y,DD5_100Y,DD_18_100Y,DD18_100Y,NFFD_100Y,bFFP_100Y,eFFP_100Y,FFP_100Y,PAS_100Y,EMT_100Y,EXT_100Y,Eref_100Y,CMD_100Y,RH_100Y
UC1069182,13.029,15.117,17.31,21.068,25.8,31.405,36.023,35.093,31.596,25.578,18.63,13.844,1.34,2.862,4.073,5.996,9.191,12.827,16.347,15.602,12.733,8.465,4.18,1.661,7.184,8.989,10.691,13.53,17.497,22.116,26.183,25.345,22.165,17.029,11.404,7.75,106.71,109.03,99.34,49.38,16.57,7.16,0,1.63,8.33,26.86,66.02,84.13,11.97,6.51,3.42,0.53,0,0,0,0,0,0,1.59,9.42,95.88,122.93,180.01,253.51,387.41,512.66,654.99,629.22,513.81,372.82,193.31,105.73,339.15,248.91,230.74,148.9,62.65,10.56,0.87,1.53,14.57,70.97,202.53,315.24,0.11,0.23,2.09,10.23,42.49,131.68,254.03,228.58,137.15,35.9,2.35,0.17,18.64,20.64,25.56,27.69,30.56,30,31,31,30,30.16,24.48,19.61,2.09,0.72,0.2,0.06,0,0,0,0,0,0,0.36,0.86,39.02,51.06,81.34,114.58,157.72,190.71,218.1,193.15,141.61,93.6,52.11,37.09,2.73,5.96,18.72,68.2,141.13,183.51,218.1,191.58,133.23,66.94,14.29,4.29,61.95,60.85,58.65,54.53,51.87,48.79,47.69,47.83,48.1,50.58,55.6,60.8,13.994,21.392,34.17,25.273,1.944,6.419,14.927,8.457,7.969,13.904,24.55,16.864,300.19,165.38,8.74,101.22,27.9,4.04,0,1.64,324.1,820.83,1796.93,1079.93,903.77,442.32,12.98,288.09,0.53,54.75,614.27,175.51,58.74,83.74,92,84.57,3.76,0.26,0,0.4,127.09,353.57,601.92,287.41,12.98,228.05,593.19,214.46,61.21,55.03,48.06,51.44,15.823,26.396,6.576,19.827,575.27,33.64,49.527,1241.637,33.51,4022.22,1646.72,844.97,318.99,78.7,324.76,246.01,4.66,-14.6,44.1,1370.11,1048.68,53.96
UC1069183,14.909,15.899000000000001,17.494,20.649,24.994,30.164,34.021,33.599,30.104,25.099,19.124,15.295,-0.256,0.759,2.12,3.831,6.46,9.388,12.539,12.721,10.196,6.444,2.019,-0.269,7.331,8.329,9.811,12.238,15.727,19.776,23.275,23.161,20.142,15.77,10.574,7.522,37.05,45.09,37.68,19,4.98,0,1.81,2.33,8.79,9.49,18.57,28.04,11.3,7.74,4.45,0.88,0,0,0,0,0,0,2.08,9.98,97.47,108.46,155.67,216.12,334.17,442.57,565.68,562.07,453.83,334.5,170.48,99.16,334.76,267.02,256.88,182.81,96.46,25.1,3.51,4.19,27.09,95.86,225.5,322.5,0.04,0.08,0.68,3.99,20.85,78.55,164.93,161.97,91.05,20.07,0.92,0.11,14.55,15.49,20.9,24.49,28.96,29.95,31,31,29.68,28.68,19.8,14.32,0.56,0.33,0.09,0.02,0,0,0,0,0,0,0.12,0.26,49.62,59.8,89.59,119.94,161.41,192.54,216.46,195.11,144.59,100.95,60.81,46.52,20.02,23.97,53.16,100.94,156.53,192.54,214.65,192.67,135.73,91.48,42.2,21.61,52.05,52.58,52.57,49.7,46.79,43.22,42.91,44.14,45.16,46.49,48.49,51.33,15.365,21.044,32.594,24.77,0.07200000000000001,4.141,11.549,6.216,7.713,12.589,22.073,15.497,110.12,61.66,4.34,36.93,29.11,5.34,0,2.27,304.68,706.03,1570.28,958.74,924.85,536.19,32.76,348.41,0.22,25.54,405.47,111.98,44.35,74.37,91.89,78.06,1.54,0.15,0,0.12,155.97,370.89,604.11,306.32,65.6,310.63,599.86,269.41,51.96,49.64,43.38,46.78,14.471,23.672,6.493,17.179,212.98,17.99,134.1,2248.11,36.76,3540.29,1841.6,543.29,288.44,108.16,310.91,202.61,2.05,-17.6,43.6,1437.38,1245.5,47.95
UC1069184,17.203,17.832,18.921,20.678,22.226,24.873,27.586,27.98,27.604,25.366,21.644,17.978,3.398,4.257,4.933,5.844,7.593,9.398,10.8,11.218,10.363,8.587,5.415,3.565,10.298,11.043,11.928,13.267,14.908,17.132,19.201,19.598,18.979,16.97,13.528,10.767,101.21,110.38,87.6,40.13,10.29,2.39,0,1.15,8.81,19.94,39.45,69.55,4.98,3.62,2.32,0.53,0,0,0,0,0,0,0.77,4.08,159.66,161.95,204.76,243.31,309.52,363.56,440.27,452.62,419.35,371.27,246.25,172.26,242.81,195.67,194.96,155.38,115.59,60.07,22.71,21.55,38.16,70.03,147.11,225.59,1.02,0.9,1.73,4.08,10.05,34.63,60.4,71.89,67.39,26.69,5.21,1.42,23.74,23.49,27.18,27.66,29.84,29.94,31,31,29.71,30.27,26.55,24.5,0.44,0.15,0.03,0.01,0,0,0,0,0,0,0,0.09,53.43,62.93,92.45,116.73,140.08,154.61,172.63,160.02,130.96,99.83,65.91,51.08,7.72,12.25,30.53,77.21,129.79,152.21,172.63,159,122.05,79.93,32.61,12.51,56.97,57.76,56.88,55.02,56.1,54.64,52.02,52.2,50.86,51.37,51.66,55.45,17.671,20.611,26.812,24.874,3.735,6.124,10.477,8.12,10.699,13.372,18.643,16.498,281.18,138.02,3.4,68.22,12.69,2.93,0,0.92,493.33,757.57,1256.4,1036.78,664.58,465.9,104.38,255.29,3.39,15.89,166.85,99.34,71.58,84.73,91.84,86.37,1.05,0.05,0,0.01,167.37,349.29,487.21,296.72,32.48,237.53,483.84,234.59,56.77,56.03,52.94,51.26,14.803,19.779,9.638,10.137,490.72,22.43,59.059,1716.47,16.46,3544.56,1489.6,285.51,334.31,63.41,336.15,272.76,1.42,-10.7,40.6,1300.54,988.44,54.3
UC1069186,15.329,16.296,18.148,21.276,25.451999999999998,30.09,33.986,33.684,30.914,25.712,19.762,15.771,1.129,2.0140000000000002,2.858,4.701,7.021,9.808,12.594,12.253,10.789,7.478,3.517,1.286,8.234,9.156,10.504,12.984,16.239,19.949,23.293,22.965,20.851,16.598,11.641,8.533,140.4,132.25,100.63,49.03,14,5.1,0.95,1.96,14.98,27.8,62.64,105.04,8.87,6.18,3.6,0.63,0,0,0,0,0,0,1.49,7.48,115.84,124.49,172.05,236.53,349.64,447.72,566.07,556,474.72,359.63,197.24,120.9,306.86,244.54,236.01,162.82,84.95,23.31,3.37,4.53,21.5,77.88,195.99,291.38,0.25,0.21,1.14,5.77,24.59,81.75,165.34,156.03,106.41,27.22,2.21,0.32,18.11,18.6,22.83,26.02,29.47,29.96,31,31,29.82,29.57,23.22,18.59,1.77,0.77,0.2,0.05,0,0,0,0,0,0,0.33,0.77,48.86,59.05,90.76,121.33,162.84,190.58,215.51,195.86,146.92,101.06,60.4,45.82,4.1,8.77,26.26,74.16,148.83,185.48,214.8,193.78,131.95,73.59,21.51,6.84,55.14,55.25,53.06,50.59,47.23,44.29,43.08,42.86,44.98,47.8,51.04,54.71,15.791,21.627,32.582,25.456,1.471,4.86,11.548,7.264,8.632,13.243,22.065,16.361,377.9,163.65,7.85,105.46,22.57,4.25,0,1.61,360.59,758.17,1569.8,1031.64,843.46,483.78,31.24,295.48,0.75,31.5,403.16,135.75,55.13,78.35,91.91,82.45,3.41,0.34,0,0.35,153.79,374.9,601.97,308.45,19.71,249.25,594.06,227.05,55.04,50.26,43.42,47.96,15.078,23.562,7.485,16.078,654.78,36.84,44.356,1138.083,28.37,3720.73,1653.28,571.19,307.76,93.89,321,227.03,4.26,-15.3,43.9,1438.96,1090.07,49.15
UC1069187,15.943999999999999,17.053,18.773,21.449,24.809,29.117,32.438,32.365,30.104,26.161,20.8,16.505,1.362,2.699,3.277,4.439,6.274,8.251,10.433,9.942,8.982,6.228,3.319,1.291,8.654,9.884,11.029,12.947,15.541,18.684,21.436,21.152,19.537,16.204,12.056,8.9,143.61,143.64,111.18,48.31,12.91,1.91,0,1.55,9.88,28.06,65.21,103.38,7.82,5.07,3.08,0.63,0,0,0,0,0,0,1.3,6.75,123.32,138.11,183.41,234.57,328.48,409.76,509.09,500.34,435.87,347.52,206.77,127.69,293.93,225.52,220.79,163.87,100.55,36.48,8.15,10.73,32.26,85.99,184.78,280.17,0.24,0.44,1.37,4.55,16.86,58.48,113.63,107.85,78.18,21.04,2.39,0.31,18.67,20.21,23.81,25.66,28.79,29.62,31,30.99,29.13,28.45,22.83,18.6,1.51,0.59,0.15,0.05,0,0,0,0,0,0,0.27,0.61,50.38,60.87,92.99,122.79,159.96,186.84,208.69,191.36,145.49,104.5,63.58,47.63,4.07,8.45,24.86,75.77,147.03,184.99,208.69,189.86,135.54,76.81,22.33,7.21,54.32,55.37,52.66,49.5,46.69,42.71,41.18,40.37,42.39,43.83,48.15,52.88,16.497,21.679,31.3,25.687,1.772,4.659,9.544,6.176,9.141,13.174,20.425,15.93,390.69,172.39,3.42,103.14,19.73,3.74,0,1.41,388.52,746.47,1419.18,990.21,800.34,485.15,55.43,303.1,0.95,22.77,280.01,101.59,57.42,78.28,91.21,80.43,2.91,0.27,0,0.29,158.76,375.81,586.94,313.57,19.73,247.66,583.54,234.68,54.15,49.63,41.44,44.78,14.671,21.693,7.935,13.757,669.49,26.21,42.716,1598.368,24.85,3544.89,1643.31,405.27,307.55,96.19,315.11,219,3.59,-15.1,43.4,1435.08,1085.61,47.54
UC1069188,17.55,18.229,18.736,19.606,20.014,21.486,22.661,23.108,23.226,22.954,20.972,18.275,4.445,5.626,6.074,6.952,8.36,9.791,11.053,11.301,10.752,9.231,6.36,4.441,10.99,11.931000000000001,12.405,13.276,14.183,15.642,16.858,17.211,16.995,16.092,13.669,11.358,102.42,111.82,81.8,38.62,10.42,2.36,1.16,0.93,7.88,19.76,47.65,75.95,4.1,2.91,2.01,0.54,0,0,0,0,0,0,0.73,3.51,173.74,179.87,214.81,243.49,287.54,318.7,368.18,379.06,360.2,344.47,247.69,184.57,222.08,173.78,181.83,155,134.71,90.52,57.81,54.95,67.1,87.99,143.62,209.6,1.21,1.51,1.91,3.35,5.05,18.96,22.75,29.91,37.36,14.67,3.78,1.41,25.91,25.55,28.81,28.62,30.21,29.98,31,31,29.83,30.58,27.78,26.3,0.34,0.07,0,0.01,0,0,0,0,0,0,0.01,0.07,52.26,61.55,88.39,107.2,121.81,128.22,134.03,124.95,104.33,86.8,61.64,49.91,6.88,10.98,28.93,69.11,111.42,125.84,132.91,124.05,96.54,67.24,25.76,10.25,59.06,60.71,60.73,60.92,63.92,64.24,64.72,64.4,62.45,58.85,55.86,57.27,18.013,19.456,22.423,22.382,4.828,7.123,10.714,8.781,11.414,13.289,16.574,15.578,290.36,130.82,4.26,75.26,10.46,2.64,0,0.96,537.51,745.95,1066.03,952.34,606.07,471.55,203.28,298.69,4.21,10.29,71.74,55.86,77.72,87.66,91.88,87.97,0.73,0.02,0,0.04,163.78,317.38,387.21,252.85,28.11,209.46,382.8,189.54,58.98,61.88,64.45,59.07,14.216,17.409,10.311,7.097,500.69,22.57,55.796,1344.598,13.98,3302.41,1579.01,142.04,345.03,42.16,344.04,302.02,1.21,-8.8,36.8,1121.11,809.91,61.11
UC1069189,10.093,11.2,13.433,16.966,20.746,25.72,29.216,28.67,25.87,20.43,14.658,10.638,-1.166,-0.639,0.39199999999999996,2.487,5.338,9.276,13.491,13.223,10.554,6.29,1.89,-0.793,4.464,5.276,6.91,9.725,13.041,17.496,21.354,20.941,18.211,13.363,8.279,4.921,113.85,129.85,98.4,49.73,18.29,4.21,11.32,13,13.79,27.1,55.67,90.5,25.04,17.9,10.85,2.32,0,0,0,0,0,0.23,4.9,20.4,50.77,57.33,92.17,151.35,253.01,374.32,506.58,493.89,396.29,261.74,117.96,54.44,422.83,352.15,345.95,251.61,165.4,55.78,8.9,12.53,49.52,156.29,292.42,402.79,0,0,0.08,0.93,6.78,41.34,111.8,103.32,55.83,7.12,0.11,0,12.24,12.02,16.08,21.26,27.65,29.86,31,31,29.71,28.51,19.51,12.91,7.95,6.67,3.49,1.11,0.16,0,0,0,0.01,0,1.48,4.31,38.41,47.61,74.88,102.87,136.08,161.46,177.14,159.76,121.67,82.97,49.49,36.88,5.52,7.57,20.83,58.87,117.92,157.28,165.86,146.73,108.12,56.88,16.83,8.21,61.98,60.65,57.83,54.92,53.52,52.33,55.23,55.82,55.36,56.99,59.16,61.84,10.638,17.049,27.873,20.322,-0.873,2.738,12.002,6.245,4.8790000000000004,9.892,19.938,13.286,334.4,166.38,28.57,96.58,63.46,13.32,0,5.3,162.31,496.42,1374.85,775.94,1178.15,762.99,77.08,498.24,0,7.8,256.51,63.04,37.08,65.05,91.79,77.6,18.86,4.93,0,1.53,122.95,313.87,498.39,254.23,21.3,197.62,469.87,181.83,61.5,55.41,54.44,57.15,12.001,21.703,3.445,18.262,625.58,60.67,41.236,484.888,81.98,2809.82,2516.01,327.33,271.36,123.78,306.5,182.79,25.47,-20,39.3,1189.35,870.62,57.06
UC1069190,12.8,15.268,17.532,21.297,26.174,31.762,36.41,35.344,31.919999999999998,25.782,18.699,13.519,1.341,3.027,4.2379999999999995,6.115,9.241999999999999,12.858,16.317,15.541,12.766,8.534,4.213,1.632,7.071,9.148,10.889,13.705,17.71,22.316,26.363,25.442,22.336,17.16,11.462,7.573,97.65,100.68,93.71,46.12,15.13,6.5,0,1.61,7.39,25.24,62.05,77.02,12.32,6.18,3.27,0.49,0,0,0,0,0,0,1.58,9.87,93.82,126.63,185.45,258.73,393.88,518.45,660.52,632.14,519.19,376.88,194.94,101.89,342.6,244.54,225.13,144.4,59.08,9.79,0.81,1.43,13.74,68.5,201.15,320.76,0.06,0.3,2.41,11.2,45.54,136.58,259.56,231.49,141.39,37.88,2.54,0.15,18.65,20.98,25.9,27.82,30.58,30,31,31,30,30.16,24.58,19.53,2,0.62,0.19,0.05,0,0,0,0,0,0,0.32,0.84,38.41,51.29,82.07,115.62,160.15,193.21,221.35,195.05,143.3,94.34,52.26,36.39,2.98,6.59,20.41,71.62,145.05,186.72,221.35,193.55,136,69.25,15.15,4.62,62.56,60.92,58.47,54.34,51.25,48.13,46.82,47.15,47.62,50.26,55.57,61.6,13.862,21.666,34.5,25.474,1.986,6.533,14.902,8.504,7.927,14.099,24.701,16.985,275.66,154.99,8.07,94.64,28.45,3.75,0,1.63,321.89,838.11,1811.18,1090.95,908.38,428.55,12.01,283.34,0.5,59.06,627.73,181.73,59.02,84.17,92,84.71,3.59,0.25,0,0.33,126.04,357.9,609.66,289.92,14.19,237.08,601.62,220.4,61.67,54.67,47.4,51.11,15.931000000000001,26.56,6.459,20.102,533.09,30.62,53.665,1365.269,33.85,4062.45,1631.74,869.12,319.88,77.57,325.21,247.7,4.35,-14.6,44,1383.58,1073.29,53.67
UC1069191,16.551,17.288,18.692,20.883,23.402,25.931,28.005,27.953,28.146,25.209,19.771,15.966,3.884,4.472,4.896,5.396,7.262,8.859,10.228,10.452,9.962,8.163,5.202,3.733,10.212,10.88,11.789,13.141,15.334,17.401,19.116,19.2,19.059,16.684,12.488,9.847,195.42,166.24,120.48,60.37,18.95,3.86,2.72,2.09,11.09,37.15,101.57,141.81,5.11,3.76,2.4,0.59,0,0,0,0,0,0,1.08,5.19,156.03,156,198.84,238.33,322.2,371.22,437.75,440.24,421.5,362.44,214.85,147.2,245.76,199.56,198.56,158.68,105.1,55.51,23.48,25.62,37.34,75.69,173.59,251.59,0.96,0.62,1.6,3.88,13.46,38.09,58.66,63.37,68.84,23.64,1.72,0.33,24.86,23.86,27.14,27.14,29.67,29.84,31,31,29.56,30.06,26.23,24.89,1.16,0.32,0.02,0.03,0,0,0,0,0,0,0.31,0.48,46.2,56.47,86.8,115.18,146.28,161.45,174.45,157.59,129.05,93.37,55.07,40.85,1.4,4.31,15.69,60.37,127.34,157.53,171.79,155.4,117.94,57.5,10.2,2.33,60.07,59.86,57.42,53.36,52.36,50.79,49.61,50.23,48.68,50.57,55.59,61.18,16.599,20.992,27.303,24.379,4.026,5.854,9.841,7.779,10.309,13.421,18.572,16.077,503.8,199.74,8.69,149.81,14.09,3.04,0,1.2,458.81,759.52,1249.21,998.82,697.36,462.35,104.7,286.75,1.97,18.96,160.05,94.2,73.48,83.94,91.44,85.84,2.12,0.13,0,0.33,143.57,348.25,493.49,277.51,8.04,203.4,484.72,185.64,60.38,54.39,50.23,51.61,14.6,19.461,9.247,10.213,861.87,38.67,31.605,697.161,18.19,3466.62,1550.69,275.18,334.72,65.66,334.92,269.33,2.81,-9.9,40.8,1262.87,881.8,54.12
UC1069192,15.308,16.565,17.563,18.428,19.719,22.456,24.776,24.86,24.4,22.121,19.298000000000002,15.636,4.777,5.194,5.657,6.219,7.763,9.816,11.201,11.501,10.845,9.3,6.977,5.053,10.041,10.881,11.605,12.32,13.738,16.13,17.986,18.176,17.619,15.71,13.14,10.348,218.34,199.85,148.22,70.29,23.9,11.6,2.52,3.65,15.14,48.4,115.96,168.17,5.3,3.74,2.54,0.88,0,0,0,0,0,0,0.93,4.59,150.1,154.48,192.24,214.88,274.2,333.43,403.05,408.8,378.71,332.73,232.71,158.58,250.96,199.52,203.69,180.58,146.57,79.74,37.67,38.86,56.64,96.47,156.91,237.33,0.43,0.46,0.88,1.28,3.78,23.13,37.63,44.2,45.49,12.79,2.77,0.47,26.67,25.05,28.31,28.07,29.97,29.96,31,31,29.86,30.61,28.46,27.51,1.35,0.42,0.05,0.11,0.02,0,0,0,0,0,0.24,0.45,41.84,53.19,80.2,99.6,119.74,133.88,147.79,133.88,107.05,78.63,51.69,38.7,0.72,2.68,9.53,41.45,96.04,122.26,145.22,130.22,91.9,37.56,7.42,1.36,66.18,63.96,62.52,61.87,63.01,61.74,59.73,60.34,59.75,61.12,61.89,66.09,15.824,18.572,24.029,21.938,4.998,6.542,10.836,9.039,10.417,12.562,17.435,15.49,586.51,242.42,17.82,179.46,13.63,3.32,0,1.05,462.69,681.18,1145.35,944.15,688.17,530.84,156.25,310.01,1.41,5.97,105.09,61.07,79.22,86.33,91.88,88.71,2.35,0.37,0,0.32,133.71,299.49,415.53,237.43,4.76,147.02,397.7,136.88,65.39,62.52,60.57,60.89,13.975999999999999,18.384,9.429,8.959,1026.11,56.89,25.661,425.836,17.97,3233.81,1684.92,173.42,345.94,45.32,344.82,299.48,3.36,-8.2,38.3,1086.18,686.36,62.33
UC1069193,12.013,13.63,15.208,18.303,21.795,25.898,29.654,29.546,27.647,23.207,16.601,12.365,3.782,4.982,5.434,6.403,8.47,10.602,12.832,12.94,12.602,10.03,6.521,4.199,7.895,9.31,10.323,12.353,15.132,18.254,21.239,21.247,20.122,16.615,11.556000000000001,8.289,123.97,113.85,88.27,43.59,14.29,4.04,0.9,1.56,7.72,30.14,73.25,97.56,9.61,5.81,3.74,0.87,0,0,0,0,0,0,1.51,8.07,104.97,123.92,162.78,216.43,316.13,396.87,503.01,503.04,453.11,360.34,192.04,112.74,317.24,240.23,241.34,179.77,110.64,42.68,9.06,10.44,27.31,77.5,198.01,298.77,0.07,0.1,0.58,3.05,14.2,51.53,108.63,110.15,90.53,26.09,1.3,0.13,24.62,24.65,28.01,28.19,30.28,30,31,31,30,30.86,27.98,25.87,1.7,0.51,0.18,0.09,0,0,0,0,0,0,0.36,0.73,32.94,42.64,68.21,97.34,131.22,155.87,178.47,160.5,119.05,80.1,42.91,30.25,1.4,3.63,15.11,56.78,116.9,151.85,177.77,159.01,111.3,50.92,9.85,1.88,72.71,71.68,68.54,62.81,59.67,55.35,52.55,53.06,56.53,60.42,67.93,72.99,12.671,18.435,28.367,22.484,4.316,6.774,12.127,9.712,8.491,12.601,20.245,16.096,335.62,146.15,6.18,111.12,23.43,4.56,0,1.59,341.36,695.36,1402.98,1005.48,856.55,531.64,62.17,302.84,0.3,17.77,270.35,117.94,75.07,86.45,91.99,88.69,3.04,0.33,0,0.38,105.85,296.76,494.85,242.08,6.91,188.79,488.63,172.07,72.39,63.62,53.6,61.67,14.359,21.612000000000002,7.336,14.277,598.87,28.2,45.422,1111.907,29.59,3445.45,1752.91,406.29,341.99,48.34,346.31,297.95,3.94,-10.4,41.5,1139.54,856.4,62.86
UC1069194,13.043,15.116,16.72,18.793,20.426,23.137,24.591,24.59,24.517,22.037,17.688,13.519,3.867,5.154,5.807,6.868,8.545,10.361,11.606,11.66,11.395,9.401,6.366,4.322,8.457,10.132,11.266,12.834,14.483,16.746,18.102,18.132,17.955,15.716,12.018,8.918,133.34,116.44,103.43,45.48,13.03,4.3,0.81,1.93,6.36,29.66,77.44,104.67,8.16,4.65,2.8,0.7,0,0,0,0,0,0,1.24,6.82,113.51,138.49,184.1,229.39,296.64,351.82,406.51,407.26,388.7,333,201.79,124.38,300.07,218.43,213.54,166.85,126.86,67.76,36.29,39.83,51.99,96.57,185.57,279.27,0.04,0.22,1,3.31,8.33,30.18,39.83,43.6,50.75,14.47,1.03,0.11,24.83,24.98,28.47,28.64,30.3,30,31,31,29.97,30.66,27.87,26.17,1.43,0.33,0.04,0.04,0,0,0,0,0,0,0.27,0.51,35.75,47.41,74.72,99.15,121.54,136.45,144.26,130.44,104.94,76.63,46.41,33.12,1.35,4.29,14.81,56.81,108.56,132.1,143.56,128.4,98.66,48,10.35,1.95,69.86,67.86,65.34,62.84,63.4,61.53,61.29,61.51,60.94,61.64,64.44,69.96,13.887,18.646,24.108,21.413,4.44,7.076,11.209,9.05,9.163,12.857,17.654,15.236,354.66,161.99,7.14,113.42,19.61,3.48,0,1.42,376.07,710.07,1165.51,923.58,798.16,507.35,143.87,334.07,0.32,12.59,113.6,66.26,75.85,87.46,91.95,88.21,2.53,0.22,0,0.28,116.28,295.35,411.2,228.06,7.59,180.18,404.06,157.01,69.24,63.88,61.38,62.29,13.735,18.474,7.961,10.512,636.95,26.48,41.554,972.732,24.5,3175.51,1783.12,192.8,343.26,44.47,344.05,299.62,3.22,-10.5,37.7,1050.87,748.84,64.2
UC1069195,16.017,17.732,19.612,22.787,27.223,31.95,36.245,35.991,32.926,27.699,21.124,16.674,1.605,3.351,4.172,5.161,7.088,9.094,10.884,10.797,9.5,6.871,3.716,1.712,8.802,10.547,11.899000000000001,13.969,17.159,20.524,23.562,23.397,21.206,17.279,12.421,9.2,81.88,76.73,62.07,28.75,5.98,0.74,0,0.58,4.54,13.64,33.58,56.32,7.59,4.23,2.35,0.34,0,0,0,0,0,0,1.16,6.29,128.32,154.97,209.36,264.79,377.23,464.89,574.48,569.21,485.28,380.52,218,136.49,289.27,208.29,196.02,136.78,66.7,18.67,2.94,3.7,19.1,65.08,175.5,271.14,0.45,1.07,3.53,9.84,34.3,92.97,173.73,168.81,114.48,35.24,3.91,0.64,19.24,21.61,25.77,26.72,29.5,29.87,31,31,29.39,29.03,23.59,19.72,0.77,0.15,0.01,0.01,0,0,0,0,0,0,0.05,0.19,49.4,61.51,94.79,128.44,174.23,204.98,235.51,213.64,158.72,108.84,63.17,46.81,8.53,16.63,41.37,99.59,168.25,204.16,235.51,212.9,154.31,95.23,33.11,12.48,54.75,55.53,53.13,48.25,43.69,39.27,35.64,35.84,38.37,42.3,48.52,53.62,16.802,23.213,34.734,27.241,2.21,5.472,10.257,6.689,9.514,14.34,22.495,16.968,214.95,96.82,1.66,51.64,18.06,2.81,0,1.24,419.25,851.42,1608.68,1083.86,769.41,399.48,25.27,259.62,2.2,47.69,435.43,153.61,60.45,82,91.62,81.97,1.43,0.02,0,0.05,157.7,397.44,654.12,330.79,37.64,309.21,652.57,282.65,54.6,48.38,36.94,43.04,15.836,23.88,8.184,15.705,364.96,11.92,81.914,3591.6820000000002,22.07,3963.7,1453.15,638.99,316.05,84.58,320.6,235.97,1.66,-14.5,46.1,1540.03,1282.07,45.76
