specimen_number,mean_PI,mean_buds,mean_flowers,mean_spent,mean_immature,mean_mature,flowers_present,fruit_present
SD00010511,1.4666666666666666,4,2.6666666666666665,0.6666666666666666,0.3333333333333333,0,y,y
SD00010512,3.333333333,2,4,1,8,3,y,y
SD00010513,2.5811612343333334,6.666666666666667,8.666666666666666,4.666666666666667,9,0,y,y
SD00010514,NA,NA,NA,NA,NA,NA,y,n
SD00010515,NA,NA,NA,NA,NA,NA,y,y
SD00010516,2.3200216452,2.8,2.2,1.6,2,0.4,y,y
SD00010517,2.917366947,1.3333333333333333,5,1.3333333333333333,5.333333333333333,3.6666666666666665,y,y
SD00010518,2.25,1,2,0,1,0,y,y
SD00010519,2.583333333,3,4,1,3,1,y,y
SD00010520,2.4370772946666666,4,5,5.333333333333333,3.3333333333333335,0.3333333333333333,y,y
SD00010521,1.8392857142499999,4.75,3,2.25,0.5,0,y,y
SD00010522,3.5625,2,4,8,10,8,y,y
SD00010523,3.078431373,12,4,9,20,6,y,y
SD00010524,3.022727273,9,10,5,11,9,y,y
SD00010525,1.625,11,11,2,0,0,y,n
SD00010526,3.0856389990000004,9.5,14,4.5,12,11,y,y
SD00010527,2.1001221,4,9,2.6666666666666665,3,0.3333333333333333,y,y
SD00010528,3.272727273,1,3,0,6,1,y,y
SD00010529,2.5038095238,1.4,1.6,0.8,0.6,0.4,y,y
SD00010530,2.34089912275,2.25,4,2,1.25,0,y,y
SD00010531,1.444444444,5,4,0,0,0,y,n
SD00010532,2.509946748,4.6,8.2,1.4,5.6,0.6,y,y
SD00010533,2.75,1,1,0,2,0,y,y
SD00010534,2.7004475524,3,5.2,2.2,0.8,3.2,y,y
SD00010535,3.459770115,3,21,14,31,18,y,y
SD00010536,2.2047619047500002,0.75,3.5,1.75,0.25,0,y,y
SD00010537,1.8203703703333334,1.8333333333333333,3.1666666666666665,0.5,0.16666666666666666,0,y,y
SD00010538,3.257668712,28,32,21,34,48,y,y
SD00010539,2.71875,9,11,2.5,3,3,y,y
SD00010540,2.685714286,6,16,3,3,7,y,y
SD00010542,2.218181818,18,16,15,3,3,y,y
SD00010543,2.739130435,4,5,8,5,1,y,y
SD00010544,2.181818182,3,5,1,2,0,y,y
SD00010545,4.210526316,3,0,0,3,13,n,y
SD00010546,2.6616161615,5,5,4.5,3,2.5,y,y
SD00010547,2.25,4,1,1,1,1,y,y
SD00010548,NA,NA,NA,NA,NA,NA,y,y
SD00010549,2.31955128225,5,5,2.75,3,0.5,y,y
SD00010550,3.360544218,15,30,27,37,38,y,y
SD00010551,2.6185185186666664,0.3333333333333333,2,3.3333333333333335,2.3333333333333335,0,y,y
SD00010552,1.90902777775,1.25,2.8333333333333335,0.3333333333333333,0.08333333333333333,0,y,y
SD00010553,2.136363636,7,9,2,4,0,y,y
SD00010554,2.0442216980000003,15.5,16,5,4.5,1.5,y,y
SD00010556,NA,NA,NA,NA,NA,NA,y,y
SD00010557,NA,NA,NA,NA,NA,NA,y,y
SD00010558,NA,NA,NA,NA,NA,NA,y,y
SD00010559,NA,NA,NA,NA,NA,NA,y,y
SD00010560,NA,NA,NA,NA,NA,NA,y,y
SD00010561,NA,NA,NA,NA,NA,NA,y,n
SD00010562,NA,0.25,0.25,0.25,0,0,y,n
SD00010563,2,1.6,2.6,0.8,1,0.2,y,y
SD00010564,NA,NA,NA,NA,NA,NA,y,y
SD00010565,3.4107142855,0.5,2,0.5,1,8.5,y,y
SD00010566,3.90625,0,1.5,3,2.5,5,y,y
SD00010567,1.5,2,2,0,0,0,y,n
SD00010568,2.75,3,11,1,7,2,y,y
SD00010569,3.2075757576666666,1,2,1,5.666666666666667,2.3333333333333335,y,y
SD00010570,3.5833333334999997,0,1.5,0.5,2.5,1,y,y
SD00010571,3.086956522,4,3,6,7,3,y,y
SD00010572,3.52,3,5,1,8,8,y,y
SD00010573,3.3148148146666667,1,5,1.3333333333333333,8.333333333333334,1,y,y
SD00010574,1.6566666666,1.5333333333333334,1.4666666666666666,0.13333333333333333,0.13333333333333333,0,y,y
SD00010575,2.3991959063333335,2.6666666666666665,6.666666666666667,2.5,3.1666666666666665,0.8333333333333334,y,y
SD00010576,2.625,7,8,9,6,2,y,y
SD00010578,NA,NA,NA,NA,NA,NA,y,y
SD00010579,1.4904761904285715,3,0.8571428571428571,0.5714285714285714,0.14285714285714285,0,y,y
SD00010582,2.781565656666667,7.666666666666667,9.333333333333334,9,6.333333333333333,8.333333333333334,y,y
SD00010583,2.75,4,5,6,2,3,y,y
SD00010584,2.361210797,5.666666666666667,7,3.6666666666666665,2.3333333333333335,1,y,y
SD00010585,2.813333333,13,25,14,9,14,y,y
SD00010586,1.8607142857142858,1.8571428571428572,2,0.5714285714285714,0.2857142857142857,0,y,y
SD00010587,3.466666667,3,2,2,1,7,y,y
SD00010588,3.388888889,1.6666666666666667,1.6666666666666667,3.3333333333333335,1.3333333333333333,3,y,y
SD00010589,NA,NA,NA,NA,NA,NA,y,y
SD00010590,2.589285714333333,1.6666666666666667,3.6666666666666665,1,3.3333333333333335,0.3333333333333333,y,y
SD00010591,2.755555556,9,10,14,7,5,y,y
SD00010592,3,3,0,4,2,2,n,y
SD00010593,3.426470588,1,6.5,4.5,6.5,7,y,y
SD00010595,2.3913043477500002,1,3.25,0.75,2.25,0,y,y
SD00010597,2.209302326,12,18,6,6,1,y,y
SD00010598,2.922222222333333,1.6666666666666667,4,1.3333333333333333,5.333333333333333,1,y,y
SD00010599,NA,NA,NA,NA,NA,NA,y,y
SD00010600,2.8857142856666664,4.333333333333333,4.666666666666667,4,5.333333333333333,2.6666666666666665,y,y
SD00010601,NA,NA,NA,NA,NA,NA,y,n
SD00010602,1.9006060606,1.4,3,0.4,0.4,0,y,y
SD00010604,2.3791423,4.5,11,3,4.5,0,y,y
SD00010605,3.019047619,19,23,13,37,13,y,y
SD00010606,3.714250371,4.5,5.5,5,13,17,y,y
SD00010607,2.936936937,17,33,17,28,16,y,y
SD00010608,2.9603174604999998,1,1.5,11.5,4.5,0,y,y
SD00010609,1.911111111,3,2.6666666666666665,0.6666666666666666,0.6666666666666666,0,y,y
SD00010610,NA,NA,NA,NA,NA,NA,y,n
SD00010611,4.233333333,1,0,11,20,28,n,y
SD00010612,3.1627906975,6.5,12.5,2.5,8.5,11,y,y
SD00010613,3.6,0,5,10,7,8,y,y
SD00010614,3.443939394,1.5,5,2.25,8.75,8,y,y
SD00010615,1.9224358975,4.5,7,2.5,0.5,0,y,y
SD00010616,3.177777778,0,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,y,y
SD00010617,NA,NA,NA,NA,NA,NA,y,n
SD00010618,3.263157895,4,14,12,16,11,y,y
SD00010619,2.7227564105,2.75,1.75,2,2.75,3,y,y
SD00010620,1.947368421,7,9,1,1,1,y,y
SD00010621,3.444444444,0,3,0,5,1,y,y
SD00010622,2.0555555556666665,1.3333333333333333,3.6666666666666665,0.3333333333333333,0.6666666666666666,0,y,y
SD00010623,1.269230769,19,7,0,0,0,y,n
SD00010624,NA,NA,NA,NA,NA,NA,y,y
SD00010625,1.625,11,11,2,0,0,y,n
SD00010626,2.5714285715000003,3,2,0,3.5,0.5,y,y
SD00010628,NA,NA,NA,NA,NA,NA,y,y
SD00010629,NA,NA,NA,NA,NA,NA,y,y
SD00010630,1.931818182,8,8.5,0.5,3,0,y,y
SD00010631,2.7046254396666667,1,7,1.3333333333333333,4.666666666666667,0,y,y
SD00010632,2.42228836,5.666666666666667,9.333333333333334,2.3333333333333335,4.333333333333333,2,y,y
SD00010633,1.5982142855,7,7,1,0,0,y,n
SD00010634,NA,NA,NA,NA,NA,NA,y,n
SD00010635,1.65,1.75,2.25,0.25,0,0,y,n
SD00010636,2.2433333334,2.4,3.4,1,2.2,0,y,y
SD00010637,3.2023809525,0.5,1.5,2,1.25,0.5,y,y
SD00010638,1.8987179486666668,5.333333333333333,5,2.3333333333333335,0.6666666666666666,0.3333333333333333,y,y
SD00010639,1.3873015873333332,5,1.3333333333333333,0.6666666666666666,0,0,y,n
SD00010640,2.727272727,9,50,10,19,11,y,y
SD00010641,1.8267857142500001,1.75,2.5,0,0.5,0,y,y
SD00010642,2.84,6,16,10,16,2,y,y
SD00010643,2.4709991157499998,3.5,7,0.5,4.75,1,y,y
SD00010644,3.5476923075,0.5,6,7.5,20,4.5,y,y
SD00010645,1.35,2.5,1,0,0,0,y,n
SD00010646,NA,NA,NA,NA,NA,NA,y,y
SD00010647,2.3361742425,6,14,12,3,0,y,y
SD00010648,3.6607142855,0.5,0.5,0.5,1.5,2.5,y,y
SD00010649,2.05,13,19,4,1,3,y,y
SD00010650,2.4791666666666665,2.3333333333333335,5.333333333333333,2,1.6666666666666667,1,y,y
SD00010651,2.2222222221666668,0.3333333333333333,1,0.16666666666666666,0.3333333333333333,0,y,y
SD00010652,2.076923077,3,8,0,2,0,y,y
SD00010653,2.2,4,2,2,2,0,y,y
SD00010654,1.9166666666666667,1,1.6666666666666667,0,0.3333333333333333,0,y,y
SD00010655,1.860416666625,1.875,2,1.125,0.125,0,y,y
SD00010656,1.809090909,6,7,3,0,0,y,n
SD00010657,NA,NA,NA,NA,NA,NA,n,y
SD00010658,4.042200095,5.5,11.5,6,16.5,44.5,y,y
SD00010659,1.7857142857142858,0.8571428571428571,1.2857142857142858,0,0.14285714285714285,0,y,y
SD00010660,1.8828571428,1.4,2.2,0.2,0.2,0,y,y
SD00010661,1.9444444446666667,0.6666666666666666,1.6666666666666667,0,0.3333333333333333,0,y,y
SD00010662,3.16,7,11,8,15,9,y,y
SD00010663,NA,NA,NA,NA,NA,NA,y,y
SD00010672,2.7401515151666667,2,3.1666666666666665,0.8333333333333334,4,0.3333333333333333,y,y
SD00010673,1.6075837742222223,2.2222222222222223,2.4444444444444446,0.1111111111111111,0.2222222222222222,0,y,y
SD00026562,1.8416666667500001,1.25,2.5,0.5,0,0,y,n
SD00026955,2.072222222166667,1.6666666666666667,2,0.6666666666666666,0.6666666666666666,0,y,y
SDSU06088,4.333333333500001,0.5,0,0,2,2.5,n,y
SDSU06100,NA,NA,NA,NA,NA,NA,y,y
SDSU06105,2.45654761925,1,4,0.75,1.75,0,y,y
SDSU06111,2.555555556,2,10,0,6,0,y,y
SDSU06117,2.111111111111111,0,1,0,0.1111111111111111,0,y,y
SDSU06123,2.375,1.5,1.5,2.5,0.5,0,y,y
SDSU06129,1.850746269,29,24,9,5,0,y,y
SDSU06130,3.3333333334999997,2,5,3,3.5,5.5,y,y
SDSU06135,2.175,2,3.6,0.2,2.2,0,y,y
SDSU06137,1.75,1,2,0,0,0,y,n
SDSU06141,NA,NA,NA,NA,NA,NA,y,y
SDSU06143,2.41958042,6,7,5,4,1,y,y
SDSU06149,2.6884615384,1.2,2.2,0.8,2,0.2,y,y
SDSU12385,3.2285714285,2,7,2.5,9,3.5,y,y
SDSU12547,2.0897435895000003,4,5.5,1,2,0,y,y
SDSU13969,2.1319444445,2,5,1.6666666666666667,1,0,y,y
SDSU15375,NA,NA,NA,NA,NA,NA,y,y
SDSU18390,1.475,3.5,1.5,0,0.5,0,y,y
SDSU18403,1.416666667,8,3,1,0,0,y,n
SDSU19900,2.947368421,3,6,1,7,2,y,y
SDSU19911,2.699031858666667,4.333333333333333,9,2,10.333333333333334,0.6666666666666666,y,y
SDSU22704,2.3257575755,4,6.5,1.5,3,0.5,y,y
SFV112651,2.4857142855000003,4.5,6.5,5.5,5,0,y,y
SFV112652,3.337037037,2,4,1.3333333333333333,8.666666666666666,1.6666666666666667,y,y
SFV112653,3.0227272725,2,3,1.5,5.5,1.5,y,y
SFV112656,1.3682539679999999,3.3333333333333335,1.3333333333333333,0.3333333333333333,0,0,y,n
SFV112658,NA,NA,NA,NA,NA,NA,y,y
SFV112659,1.8611111113333334,1.3333333333333333,2,1,0,0,y,n
SFV112660,1.25,4.2,1.6,0,0,0,y,n
SFV112662,1.6,2.5,2,0.5,0,0,y,n
SFV112663,3.277777778,2,2,1.5,5,3,y,y
SFV112664,1.6658333332,2,1.8,0.2,0.4,0,y,y
SFV112665,2.2355442177142857,1.2857142857142858,1.2857142857142858,0.5714285714285714,1.1428571428571428,0.14285714285714285,y,y
SFV112666,3.432432432,3,6,7,14,7,y,y
SFV112667,1.5666666665,2,1.5,0.5,0,0,y,n
SFV112668,NA,NA,NA,NA,NA,NA,y,n
SFV112669,2.399509804,7.5,10.5,2,8,1.5,y,y
SFV112670,1.7605042013333334,5.666666666666667,5,0.6666666666666666,1.3333333333333333,0,y,y
SFV112671,1.782608696,11,9,0,3,0,y,y
SFV112672,1.7380952382500001,2,1.75,0.25,0.5,0,y,y
SFV112673,2.533333333,2,8,1,3,1,y,y
SFV112674,NA,NA,NA,NA,NA,NA,y,y
SFV112675,1.9928571428571429,1.4285714285714286,1.4285714285714286,0.14285714285714285,0.7142857142857143,0,y,y
SFV112677,1.97619047625,4.5,2.75,0.5,2,0,y,y
SFV112678,2.2285714286666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.6666666666666666,0,y,y
SFV112679,1.9625,0.75,2.75,0.25,0.25,0,y,y
UC1005677,2.865079365,3,4,3.3333333333333335,3.3333333333333335,1.3333333333333333,y,y
UC1019605,2.625,0.5,1.5,1,1,0,y,y
UC1019606,3.18749999975,0.5,4,4,2.75,2.5,y,y
UC1019607,2.4605800655,4,4.75,1.5,3.75,0.5,y,y
UC1019608,2.466666667,7.5,6,2.5,6,2,y,y
UC1021927,2.2333333335,0.5,2.5,0,1,0,y,y
UC1021935,2.25,2,2,0.5,1.5,0,y,y
UC1021938,2.6666666665000003,4.5,1,0.5,2,2,y,y
UC1031220,2.363636364,5,2,0,3,1,y,y
UC1039812,1.6444444443333333,2.6666666666666665,2,0,0.3333333333333333,0,y,y
UC1057439,1.4333333332,1.6,1.2,0,0,0,y,n
UC1069166,1.846153846,6,5,0,2,0,y,y
UC1069167,2.4660714285,2.75,2.25,1.75,2.5,0,y,y
UC1069168,2.6777777776666665,3,3,1.6666666666666667,4,0.6666666666666666,y,y
UC1069169,1.6666666665384615,1,1.5384615384615385,0.07692307692307693,0,0,y,n
UC1069170,NA,NA,NA,NA,NA,NA,y,n
UC1069171,1.8666666665,2.5,3,0.5,1,0,y,y
UC1069173,1.78,1.8,2,0.6,0.2,0,y,y
UC1069174,3,0,1,0,1,0,y,y
UC1069175,2.3695355190000003,9,10,9,5,3.5,y,y
UC1069176,1.67929292925,2.75,2.25,0.25,0.75,0,y,y
UC1069178,3.032258065,4,9,4,10,4,y,y
UC1069179,1.9017045455000001,4.5,2.5,1.25,1.25,0.5,y,y
UC1069180,2.4782608694999997,4,4.5,3.5,3.5,1.5,y,y
UC1069181,1.545518207,5.5,4,0,0.75,0,y,y
UC1069182,NA,NA,NA,NA,NA,NA,y,y
UC1069183,3.125,1,5,2,7,1,y,y
UC1069184,2.5357142855,1.5,1,1.5,1.5,0,y,y
UC1069186,2.233115468333333,5.333333333333333,4,2,1.3333333333333333,0,y,y
UC1069187,2.0548342007500002,6,4.75,2.25,1.75,0.5,y,y
UC1069188,2.8095238093333332,3,5.333333333333333,1.6666666666666667,5.333333333333333,1.6666666666666667,y,y
UC1069189,2.29688596475,4.25,7.25,2.5,2,0.5,y,y
UC1069190,2.2916666665000003,3,4.5,2,2.5,1,y,y
UC1069191,2.4111111110000003,3,7.5,6,2.5,0,y,y
UC1069192,NA,NA,NA,NA,NA,NA,y,y
UC1069193,1.50714285725,2.5,2.5,0,0,0,y,n
UC1069194,3.125,0.5,1,0,1,0,y,y
UC1069195,2.6444444443333333,3,4.666666666666667,2,3.6666666666666665,1,y,y
UC1069196,2.2357142855000003,4,5,3.5,3,0,y,y
UC1069197,1.538461538,10,1,0,2,0,y,y
UC1069198,1.727272727,4.5,5,1.5,0,0,y,n
UC1069199,2.90992259,6,11.5,5.5,10.5,5.5,y,y
UC1069200,2.29166666675,1.25,1,0.25,0.75,0,y,y
UC107227,3.6980392159999997,2.5,3,6,7,12.5,y,y
UC107228,3.6,3,14,17,17,24,y,y
UC107229,NA,NA,NA,NA,NA,NA,y,y
UC107233,2.8319504571666667,1.5,3.6666666666666665,0.8333333333333334,2.5,1.3333333333333333,y,y
UC1073323,2.111111111,3,2,1,1.3333333333333333,0,y,y
UC1103811,2.751716247,4,6,4,5.5,1.5,y,y
UC1103814,NA,NA,NA,NA,NA,NA,y,y
UC1103815,2.098039216,18,16,13,2,2,y,y
UC111549,NA,NA,NA,NA,NA,NA,y,y
UC1116246,2.7188914024999997,7,12,2,11.5,2,y,y
UC1137832,2.1833333333333336,3,2,0.6666666666666666,1.6666666666666667,0.3333333333333333,y,y
UC1190350,1.9629629629999998,5.5,6.5,3.5,2.5,0,y,y
UC1211139,2.9166666665000003,2,3.5,1,3,1.5,y,y
UC1222905,1.9285714285,3,2,1.5,0.75,0,y,y
UC1228850,1.7083333332500001,1.25,1,0,0.5,0,y,y
UC1237966,1.35,2.6,1.2,0,0,0,y,n
UC1237990,2.463924964,3,4.666666666666667,3,3,0.3333333333333333,y,y
UC1239736,3.25862069,10,11,4,20,13,y,y
UC1239737,2.3103851582,5.4,6.2,3.4,3.8,0,y,y
UC1239740,NA,NA,NA,NA,NA,NA,y,y
UC1239741,NA,NA,NA,NA,NA,NA,y,y
UC1239742,1.9555555555000002,2.75,2.5,0.25,1.25,0,y,y
UC1239744,NA,NA,NA,NA,NA,NA,y,y
UC1239751,1.7777777776666668,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.3333333333333333,0,y,y
UC1239752,NA,NA,NA,NA,NA,NA,y,y
UC1239754,3.441880342,2.6666666666666665,3.6666666666666665,4,7,4,y,y
UC1239755,2.614035088,11,23,4,15,4,y,y
UC1242705,1.9515151516,1.6,1.8,0.6,0.6,0,y,y
UC1245395,3.45,3,5,11,13,8,y,y
UC1245408,2.759868421,2.75,2.75,2.75,4.25,1.25,y,y
UC126807,3.225,6,16,19,32,7,y,y
UC126808,2.485714286,6,14,7,8,0,y,y
UC126909,NA,NA,NA,NA,NA,NA,y,y
UC126911,1.7363737485000001,15,10,3,2,0,y,y
UC126918,1.875,3.5,4,2,0,0,y,n
UC126919,2.811965812,3.3333333333333335,3,1.3333333333333333,5,1.3333333333333333,y,y
UC126922,2.666666667,6,7,6,6,2,y,y
UC1278733,2.625510204142857,1,2,1.1428571428571428,1.2857142857142858,0.42857142857142855,y,y
UC1282735,2.9733333334,1.4,3,3.2,1.8,1.8,y,y
UC1285256,1.5416666664999998,1.75,2.75,0,0,0,y,n
UC1299130,1.6222222221666667,1.6666666666666667,1.8333333333333333,0.3333333333333333,0,0,y,n
UC1301146,2.357142857,3,5,4,2,0,y,y
UC1301147,2.2777777776666666,1.5,0.8333333333333334,0.16666666666666666,1,0.16666666666666666,y,y
UC131445,NA,NA,NA,NA,NA,NA,y,y
UC131451,NA,NA,NA,NA,NA,NA,y,y
UC131456,1.8875,3,4.5,2,0.5,0.5,y,y
UC131457,2.230769231,4,5,1,3,0,y,y
UC131504,2.05,1,2.5,1.5,1,0,y,y
UC131507,NA,NA,NA,NA,NA,NA,y,y
UC131658,2.1944444445,9,13,3,1.5,1,y,y
UC1375274,2.528089888,17,44,5,10,13,y,y
UC1377696,2.071428571333333,2.6666666666666665,2.3333333333333335,0.3333333333333333,1.3333333333333333,0,y,y
UC1400331,2.542857143,7,13,6,7,2,y,y
UC1426018,1.7155172415,6,10,2,0.5,0,y,y
UC144182,2.1,0.4,1.4,0.6,0,0,y,n
UC144187,1.2,2,1,0,0,0,y,n
UC146182,2.544117647,18,23,7,12,8,y,y
UC146183,2.861538462,13,13,17,14,8,y,y
UC1501861,3.016290727,1,6.333333333333333,3.6666666666666665,2,3.3333333333333335,y,y
UC1518667,2.0986904762,3.2,4,0.8,1.2,0,y,y
UC1518672,2.057142857,2.5,3.5,1.5,1,0,y,y
UC1537399,1.8214285715,6.5,2.5,0,2,0,y,y
UC1537400,NA,NA,NA,NA,NA,NA,y,y
UC1537401,NA,5,2.5,1,1,0,y,y
UC1541385,2.816666667,12,15,12,14,7,y,y
UC1561952,1.8333333332,0.8,1.4,0.4,0,0,y,n
UC1562873,2.9720394734999998,3.5,4,1.5,5.5,3,y,y
UC1562894,2,7,1,1,3,0,y,y
UC1602052,3,3,2,4,4,2,y,y
UC1607998,1.9,4,4,1,1,0,y,y
UC1611538,2.441176471,12,7,5,8,2,y,y
UC1614293,1,3,0,0,0,0,n,n
UC1614472,1.3888888886666666,2,1.3333333333333333,0,0,0,y,n
UC1614660,2.5,1,5,2,2,0,y,y
UC168372,2.667857143,6.5,29.5,15,13.5,3,y,y
UC168373,2.5647844424999997,14.5,28,11.5,14,2.5,y,y
UC168378,2.147058824,13,11,3,6,1,y,y
UC168379,3,1,4,5,4,1,y,y
UC173769,2.490277778,9,9.5,6,8,2,y,y
UC1745798,1.6956521740000001,9,8,1,0.5,0,y,y
UC1745872,2.872727273,10,17,4,18,6,y,y
UC177171,2.417582417333333,3,6.333333333333333,3.3333333333333335,1.6666666666666667,0.6666666666666666,y,y
UC177199,3.021551724,8,7.5,7,13,14,y,y
UC184397,3.0625,2,4,3,5,2,y,y
UC1871057,2.80625,1,6.5,0.5,2.5,2.5,y,y
UC1871236,2,4,4,0,2,0,y,y
UC1927520,1.9305555553333333,2.6666666666666665,1,1,1,0,y,y
UC1927593,2.9000000000000004,1.5,0.5,1,1,1,y,y
UC196340,1.5333333332499999,4.25,3,0.5,0,0,y,n
UC197341,1.695652174,14,4,3,2,0,y,y
UC197349,2.04,8,11,3,3,0,y,y
UC1979638,2.5568181819999998,2,5,4.5,2.5,1,y,y
UC1979852,2.105797101333333,3.3333333333333335,4.666666666666667,3,0.6666666666666666,0.3333333333333333,y,y
UC1980035,2.7655677655,1.75,3,0.75,4.25,0,y,y
UC2027001,1.6,3,1,1,0,0,y,n
UC2027804,3.7333333333333334,0,1,2,1.3333333333333333,1.6666666666666667,y,y
UC202791,2.893333333,13,22,9,22,9,y,y
UC2028828,1.70625,4.5,7.5,1,0,0,y,n
UC203959,2.217857142833333,2,1.6666666666666667,0.5,1.1666666666666667,0.16666666666666666,y,y
UC204178,1.933333333,5,7,2,1,0,y,y
UC24202,2.025,1.2,2,1.4,0.2,0,y,y
UC24203,2.2071428571428573,1.1428571428571428,1.7142857142857142,1.5714285714285714,0.2857142857142857,0.14285714285714285,y,y
UC24204,2.40625,5.5,3,1.5,1.5,1.5,y,y
UC24206,1.984375,6.75,3.5,4.75,1.25,0,y,y
UC24207,2.321428571,10,8,3,5,2,y,y
UC24208,1.689236111125,2,1.625,0.375,0.125,0,y,y
UC24210,2.55,11,12,3,12,2,y,y
UC24212,2.3,3,2.5,1.5,2,0,y,y
UC24213,2.0235042735,5,6.5,2.5,1,0.5,y,y
UC24214,1.8,4,5,0,1,0,y,y
UC24216,NA,NA,NA,NA,NA,NA,y,y
UC24217,1.60972850675,6.25,6.75,1,0.25,0,y,y
UC24220,3.129901961,7.5,14.5,10,16,15,y,y
UC24221,2.959183673,19,23,16,23,17,y,y
UC24222,1.972222222,2.25,1.5,0,1.25,0.25,y,y
UC24223,1.75,3,4,1,0,0,y,n
UC24225,2.5753968253333333,2.3333333333333335,3.6666666666666665,2.6666666666666665,1.6666666666666667,0.6666666666666666,y,y
UC24226,2.142857143,8,13,3,3,1,y,y
UC24231,NA,NA,NA,NA,NA,NA,y,y
UC24234,2.213719124,3.1666666666666665,1.8333333333333333,1,1.1666666666666667,1.1666666666666667,y,y
UC24235,2.3983796296666666,2.1666666666666665,1.8333333333333333,1.3333333333333333,1.6666666666666667,0.5,y,y
UC24236,1.92978883875,4.5,5,1.25,0.75,0,y,y
UC24237,2.2892857145,9.5,14.5,6.5,3.5,2.5,y,y
UC24238,1.93,1.2,1.4,0.6,0.2,0,y,y
UC24239,NA,NA,NA,NA,NA,NA,n,y
UC24240,NA,NA,NA,NA,NA,NA,n,y
UC24245,NA,NA,NA,NA,NA,NA,y,y
UC24246,1.7672268906,4.8,3.8,0.4,1,0,y,y
UC24247,1.7698412698,5,3.6,0.6,1,0,y,y
UC24248,1.866666667,6,6,2,1,0,y,y
UC24249,2.357142857,4.5,5,4,1.5,0,y,y
UC24251,1.6909523808,3,1.6,0.6,0.2,0,y,y
UC24253,2.1666666665000003,1.5,0.5,2.5,0,0,y,n
UC24255,2.434782609,4,11,4,2,2,y,y
UC24256,2.1,4,3,1,2,0,y,y
UC24257,1.7407407406666666,1.1111111111111112,1.3333333333333333,0,0.1111111111111111,0,y,y
UC24258,1.6416666666,1.4,1.3,0.1,0,0,y,n
UC24259,NA,NA,NA,NA,NA,NA,y,y
UC24260,2.941176471,1,5,7,2,2,y,y
UC24262,NA,NA,NA,NA,NA,NA,y,y
UC24263,1.9625,2.5,1,1.75,0.5,0,y,y
UC24264,1.8302521008235295,1.5294117647058822,1.6470588235294117,0.29411764705882354,0.29411764705882354,0.11764705882352941,y,y
UC24266,2.1,1.5,4,2,0,0,y,n
UC24268,2.3520959596,2.5,4.3,2.2,1.6,0.9,y,y
UC24270,1.8616666666666666,5,10,3,0.3333333333333333,0,y,y
UC24271,2.6875,6,9,7,9,1,y,y
UC24273,3.126582278,14,16,13,18,18,y,y
UC249523,3.473765432,2.3333333333333335,1.3333333333333333,3.3333333333333335,4,2.6666666666666665,y,y
UC249525,2.053921569,8,8.5,4,3,0,y,y
UC284097,2.16724941725,1.25,4.25,1.5,0.5,0,y,y
UC284098,3.344827586,11,31,16,23,35,y,y
UC284099,2.4642857145,0,4,0.5,1,0,y,y
UC284100,2.46125731,6.333333333333333,8,5,4.666666666666667,1,y,y
UC284102,1.909259259,5.666666666666667,6,0.3333333333333333,2,3.3333333333333335,y,y
UC303377,1.63,2.6,2.6,0,0.2,0,y,y
UC310216,2.0454545455,3.5,2.5,1,1.5,0,y,y
UC310223,2.454545455,3,4,2,0,2,y,y
UC310398,1.876190476,4.5,3.5,1.5,1,0,y,y
UC310650,2.636363636,4,2,1,2,2,y,y
UC310898,3.482843137,0.5,10.5,1,6.5,10.5,y,y
UC310899,NA,NA,NA,NA,NA,NA,y,y
UC310947,2.4166666666666665,1.1666666666666667,1,0.16666666666666666,0.8333333333333334,0.16666666666666666,y,y
UC314574,2.95439581,9,20.666666666666668,8.666666666666666,13.333333333333334,10.666666666666666,y,y
UC373304,1.8151515151818183,1.1818181818181819,2.3636363636363638,0,0.36363636363636365,0,y,y
UC403299,NA,NA,NA,NA,NA,NA,y,y
UC403372,NA,NA,NA,NA,NA,NA,y,y
UC407074,2.971428571,8,3,11,8,5,y,y
UC410629,NA,NA,NA,NA,NA,NA,y,y
UC444997,1.8033333334000001,2.4,1.6,0,0.6,0,y,y
UC449910,NA,NA,NA,NA,NA,NA,y,y
UC449911,2.3037037035,4,6,3,2,1,y,y
UC449912,1.5214285714285714,1.4285714285714286,1.1428571428571428,0,0,0,y,n
UC449913,NA,NA,NA,NA,NA,NA,y,y
UC449915,2.9722222223333334,0,1,2.3333333333333335,1,0,y,y
UC450875,1.58,1,1,0,0,0,y,n
UC455932,1.7857142857142858,1,1.7142857142857142,0.2857142857142857,0,0,y,n
UC457221,3.090909091,6,2,2,8,4,y,y
UC480616,1.67,1.2666666666666666,1.6666666666666667,0.26666666666666666,0.13333333333333333,0,y,y
UC480617,NA,1.3888888888888888,0.9444444444444444,0.16666666666666666,0.1111111111111111,0,y,y
UC484259,1.3333333332,1.4,0.6,0,0,0,y,n
UC486458,NA,NA,NA,NA,NA,NA,y,y
UC489143,NA,NA,NA,NA,NA,NA,y,y
UC495298,NA,NA,NA,NA,NA,NA,y,y
UC495319,2.814799154,12.5,12.5,7,8.5,8.5,y,y
UC496087,2.888888889,1,3,1,4,0,y,y
UC501494,3.357142857,3,4,6,10,5,y,y
